cycle,state,modeldate,candidate_name,pct_estimate
1992,Ohio,1992-11-03,H. Ross Perot,17.220265
1992,Oklahoma,1992-11-03,Bill Clinton,37.494133
1992,Oklahoma,1992-11-03,George Bush,43.199839
1992,Oklahoma,1992-11-03,H. Ross Perot,14.452328
1992,Oregon,1992-11-03,Bill Clinton,39.925772
1992,Oregon,1992-11-03,George Bush,29.674924
1992,Oregon,1992-11-03,H. Ross Perot,21.537566
1992,Pennsylvania,1992-11-03,Bill Clinton,41.349889
1992,Pennsylvania,1992-11-03,George Bush,32.196047
1992,Pennsylvania,1992-11-03,H. Ross Perot,12.642836
1992,Rhode Island,1992-11-03,Bill Clinton,50.311493
1992,Rhode Island,1992-11-03,George Bush,26.844879
1992,Rhode Island,1992-11-03,H. Ross Perot,10.524385
1992,South Carolina,1992-11-03,Bill Clinton,33.74447
1992,South Carolina,1992-11-03,George Bush,42.461602
1992,South Carolina,1992-11-03,H. Ross Perot,10.350467
1992,South Dakota,1992-11-03,Bill Clinton,36.333398
1992,South Dakota,1992-11-03,George Bush,34.882478
1992,South Dakota,1992-11-03,H. Ross Perot,15.182662
1992,Tennessee,1992-11-03,Bill Clinton,44.505269
1992,Tennessee,1992-11-03,George Bush,36.549558
1992,Tennessee,1992-11-03,H. Ross Perot,8.6633955
1992,Texas,1992-11-03,Bill Clinton,36.858955
1992,Texas,1992-11-03,George Bush,37.153573
1992,Texas,1992-11-03,H. Ross Perot,17.618171
1992,Utah,1992-11-03,Bill Clinton,24.661515
1992,Utah,1992-11-03,George Bush,39.200461
1992,Utah,1992-11-03,H. Ross Perot,28.898042
1992,Vermont,1992-11-03,Bill Clinton,40.803584
1992,Vermont,1992-11-03,George Bush,29.381366
1992,Vermont,1992-11-03,H. Ross Perot,15.593108
1992,Virginia,1992-11-03,Bill Clinton,35.497365
1992,Virginia,1992-11-03,George Bush,42.932654
1992,Virginia,1992-11-03,H. Ross Perot,10.195162
1992,Washington,1992-11-03,Bill Clinton,44.466954
1992,Washington,1992-11-03,George Bush,29.462127
1992,Washington,1992-11-03,H. Ross Perot,16.621448
1992,West Virginia,1992-11-03,Bill Clinton,44.298712
1992,West Virginia,1992-11-03,George Bush,29.859482
1992,West Virginia,1992-11-03,H. Ross Perot,14.243109
1992,Wisconsin,1992-11-03,Bill Clinton,39.933187
1992,Wisconsin,1992-11-03,George Bush,33.528452
1992,Wisconsin,1992-11-03,H. Ross Perot,15.250953
1992,Wyoming,1992-11-03,Bill Clinton,30.408792
1992,Wyoming,1992-11-03,George Bush,34.363353
1992,Wyoming,1992-11-03,H. Ross Perot,22.336973
1996,Alabama,1996-11-05,Bill Clinton,40.952817
1996,Alabama,1996-11-05,Bob Dole,46.892719
1996,Alabama,1996-11-05,H. Ross Perot,6.0515035
1996,Alaska,1996-11-05,Bill Clinton,34.288314
1996,Alaska,1996-11-05,Bob Dole,43.760162
1996,Alaska,1996-11-05,H. Ross Perot,10.794619
1996,Arizona,1996-11-05,Bill Clinton,45.013949
1996,Arizona,1996-11-05,Bob Dole,38.127452
1996,Arizona,1996-11-05,H. Ross Perot,7.5955097
1996,Arkansas,1996-11-05,Bill Clinton,52.939159
1996,Arkansas,1996-11-05,Bob Dole,34.854596
1996,Arkansas,1996-11-05,H. Ross Perot,5.125655
1996,California,1996-11-05,Bill Clinton,48.713991
1996,California,1996-11-05,Bob Dole,34.899393
1996,California,1996-11-05,H. Ross Perot,7.5711205
1996,Colorado,1996-11-05,Bill Clinton,43.749865
1996,Colorado,1996-11-05,Bob Dole,40.309325
1996,Colorado,1996-11-05,H. Ross Perot,8.0977422
1996,Connecticut,1996-11-05,Bill Clinton,49.016396
1996,Connecticut,1996-11-05,Bob Dole,29.085105
1996,Connecticut,1996-11-05,H. Ross Perot,8.6468725
1996,Delaware,1996-11-05,Bill Clinton,46.301404
1996,Delaware,1996-11-05,Bob Dole,36.616601
1996,Delaware,1996-11-05,H. Ross Perot,5.0582778
1996,District of Columbia,1996-11-05,Bill Clinton,81.327814
1996,District of Columbia,1996-11-05,Bob Dole,4.7541757
1996,District of Columbia,1996-11-05,H. Ross Perot,2.0389057
1996,Florida,1996-11-05,Bill Clinton,46.23713
1996,Florida,1996-11-05,Bob Dole,41.37611
1996,Florida,1996-11-05,H. Ross Perot,5.0802259
1996,Georgia,1996-11-05,Bill Clinton,44.767056
1996,Georgia,1996-11-05,Bob Dole,41.930165
1996,Georgia,1996-11-05,H. Ross Perot,6.2196125
1996,Hawaii,1996-11-05,Bill Clinton,53.388279
1996,Hawaii,1996-11-05,Bob Dole,31.062128
1996,Hawaii,1996-11-05,H. Ross Perot,4.6148879
1996,Idaho,1996-11-05,Bill Clinton,30.727659
1996,Idaho,1996-11-05,Bob Dole,48.392292
1996,Idaho,1996-11-05,H. Ross Perot,10.945048
1996,Illinois,1996-11-05,Bill Clinton,50.610869
1996,Illinois,1996-11-05,Bob Dole,34.334141
1996,Illinois,1996-11-05,H. Ross Perot,5.1675874
1996,Indiana,1996-11-05,Bill Clinton,38.665799
1996,Indiana,1996-11-05,Bob Dole,40.676349
1996,Indiana,1996-11-05,H. Ross Perot,7.4352681
1996,Iowa,1996-11-05,Bill Clinton,47.453958
1996,Iowa,1996-11-05,Bob Dole,35.083164
1996,Iowa,1996-11-05,H. Ross Perot,6.4006699
1996,Kansas,1996-11-05,Bill Clinton,37.789317
1996,Kansas,1996-11-05,Bob Dole,49.524387
1996,Kansas,1996-11-05,H. Ross Perot,6.8786487
1996,Kentucky,1996-11-05,Bill Clinton,45.657298
1996,Kentucky,1996-11-05,Bob Dole,41.734423
1996,Kentucky,1996-11-05,H. Ross Perot,6.3196955
1996,Louisiana,1996-11-05,Bill Clinton,46.771096
1996,Louisiana,1996-11-05,Bob Dole,35.770933
1996,Louisiana,1996-11-05,H. Ross Perot,4.9627943
1996,Maine,1996-11-05,Bill Clinton,47.893072
1996,Maine,1996-11-05,Bob Dole,36.179531
1996,Maine,1996-11-05,H. Ross Perot,7.4770995
1996,Maryland,1996-11-05,Bill Clinton,51.392215
1996,Maryland,1996-11-05,Bob Dole,36.927099
1996,Maryland,1996-11-05,H. Ross Perot,4.4178682
1996,Massachusetts,1996-11-05,Bill Clinton,57.458991
1996,Massachusetts,1996-11-05,Bob Dole,27.18631
1996,Massachusetts,1996-11-05,H. Ross Perot,5.4271976
1996,Michigan,1996-11-05,Bill Clinton,47.323879
1996,Michigan,1996-11-05,Bob Dole,34.651579
1996,Michigan,1996-11-05,H. Ross Perot,7.6146088
1996,Minnesota,1996-11-05,Bill Clinton,52.188213
1996,Minnesota,1996-11-05,Bob Dole,31.648225
1996,Minnesota,1996-11-05,H. Ross Perot,7.6179562
1996,Mississippi,1996-11-05,Bill Clinton,39.189574
1996,Mississippi,1996-11-05,Bob Dole,46.790798
1996,Mississippi,1996-11-05,H. Ross Perot,4.7284629
1996,Missouri,1996-11-05,Bill Clinton,47.004037
1996,Missouri,1996-11-05,Bob Dole,37.184206
1996,Missouri,1996-11-05,H. Ross Perot,7.2970679
1996,Montana,1996-11-05,Bill Clinton,40.633789
1996,Montana,1996-11-05,Bob Dole,40.319806
1996,Montana,1996-11-05,H. Ross Perot,8.830598
1996,National,1996-11-05,Bill Clinton,49.616052
1996,National,1996-11-05,Bob Dole,36.763277
1996,National,1996-11-05,H. Ross Perot,7.8915041
1996,Nebraska,1996-11-05,Bill Clinton,36.553417
1996,Nebraska,1996-11-05,Bob Dole,47.248021
1996,Nebraska,1996-11-05,H. Ross Perot,7.5906219
1996,Nevada,1996-11-05,Bill Clinton,42.691043
1996,Nevada,1996-11-05,Bob Dole,42.539617
1996,Nevada,1996-11-05,H. Ross Perot,6.5594179
1996,New Hampshire,1996-11-05,Bill Clinton,50.101426
1996,New Hampshire,1996-11-05,Bob Dole,35.135896
1996,New Hampshire,1996-11-05,H. Ross Perot,6.1443736
1996,New Jersey,1996-11-05,Bill Clinton,48.820304
1996,New Jersey,1996-11-05,Bob Dole,31.61794
1996,New Jersey,1996-11-05,H. Ross Perot,8.4346629
1996,New Mexico,1996-11-05,Bill Clinton,47.593024
1996,New Mexico,1996-11-05,Bob Dole,33.699388
1996,New Mexico,1996-11-05,H. Ross Perot,6.0815401
1996,New York,1996-11-05,Bill Clinton,54.758489
1996,New York,1996-11-05,Bob Dole,28.864572
1996,New York,1996-11-05,H. Ross Perot,6.2342756
1996,North Carolina,1996-11-05,Bill Clinton,43.845678
1996,North Carolina,1996-11-05,Bob Dole,45.747181
1996,North Carolina,1996-11-05,H. Ross Perot,3.4337545
1996,North Dakota,1996-11-05,Bill Clinton,36.061334
1996,North Dakota,1996-11-05,Bob Dole,41.205485
1996,North Dakota,1996-11-05,H. Ross Perot,8.7104084
1996,Ohio,1996-11-05,Bill Clinton,47.250076
1996,Ohio,1996-11-05,Bob Dole,41.174896
1996,Ohio,1996-11-05,H. Ross Perot,8.2038134
1996,Oklahoma,1996-11-05,Bill Clinton,39.532809
1996,Oklahoma,1996-11-05,Bob Dole,46.478596
1996,Oklahoma,1996-11-05,H. Ross Perot,6.9456522
1996,Oregon,1996-11-05,Bill Clinton,48.096447
1996,Oregon,1996-11-05,Bob Dole,35.442553
1996,Oregon,1996-11-05,H. Ross Perot,7.162601
1996,Pennsylvania,1996-11-05,Bill Clinton,49.045393
1996,Pennsylvania,1996-11-05,Bob Dole,36.014836
1996,Pennsylvania,1996-11-05,H. Ross Perot,6.4745766
1996,Rhode Island,1996-11-05,Bill Clinton,54.644628
1996,Rhode Island,1996-11-05,Bob Dole,24.749343
1996,Rhode Island,1996-11-05,H. Ross Perot,8.6099131
1996,South Carolina,1996-11-05,Bill Clinton,40.93399
1996,South Carolina,1996-11-05,Bob Dole,49.274688
1996,South Carolina,1996-11-05,H. Ross Perot,2.8231044
1996,South Dakota,1996-11-05,Bill Clinton,41.031583
1996,South Dakota,1996-11-05,Bob Dole,45.196836
1996,South Dakota,1996-11-05,H. Ross Perot,6.380023
1996,Tennessee,1996-11-05,Bill Clinton,44.996317
1996,Tennessee,1996-11-05,Bob Dole,42.038365
1996,Tennessee,1996-11-05,H. Ross Perot,4.8822378
1996,Texas,1996-11-05,Bill Clinton,40.749962
1996,Texas,1996-11-05,Bob Dole,46.217357
1996,Texas,1996-11-05,H. Ross Perot,5.6204633
1996,Utah,1996-11-05,Bill Clinton,33.763817
1996,Utah,1996-11-05,Bob Dole,47.14627
1996,Utah,1996-11-05,H. Ross Perot,8.1496896
1996,Vermont,1996-11-05,Bill Clinton,52.366977
1996,Vermont,1996-11-05,Bob Dole,35.519814
1996,Vermont,1996-11-05,H. Ross Perot,4.1957674
1996,Virginia,1996-11-05,Bill Clinton,42.826149
1996,Virginia,1996-11-05,Bob Dole,41.753454
1996,Virginia,1996-11-05,H. Ross Perot,4.7999955
1996,Washington,1996-11-05,Bill Clinton,47.449865
1996,Washington,1996-11-05,Bob Dole,35.024938
1996,Washington,1996-11-05,H. Ross Perot,5.7482647
1996,West Virginia,1996-11-05,Bill Clinton,50.536458
1996,West Virginia,1996-11-05,Bob Dole,34.296113
1996,West Virginia,1996-11-05,H. Ross Perot,7.3461923
1996,Wisconsin,1996-11-05,Bill Clinton,49.536554
1996,Wisconsin,1996-11-05,Bob Dole,34.940681
1996,Wisconsin,1996-11-05,H. Ross Perot,7.5134597
1996,Wyoming,1996-11-05,Bill Clinton,37.603149
1996,Wyoming,1996-11-05,Bob Dole,44.841788
1996,Wyoming,1996-11-05,H. Ross Perot,7.7816225
2000,Alabama,2000-11-07,Al Gore,35.201229
2000,Alabama,2000-11-07,George W. Bush,52.765827
2000,Alabama,2000-11-07,Ralph Nader,0.97076015
2000,Alaska,2000-11-07,Al Gore,28.018256
2000,Alaska,2000-11-07,George W. Bush,50.99731
2000,Alaska,2000-11-07,Ralph Nader,12.890239
2000,Arizona,2000-11-07,Al Gore,38.92711
2000,Arizona,2000-11-07,George W. Bush,51.462122
2000,Arizona,2000-11-07,Ralph Nader,3.8666559
2000,Arkansas,2000-11-07,Al Gore,44.305234
2000,Arkansas,2000-11-07,George W. Bush,46.528879
2000,Arkansas,2000-11-07,Ralph Nader,2.5513744
2000,California,2000-11-07,Al Gore,46.403632
2000,California,2000-11-07,George W. Bush,42.743904
2000,California,2000-11-07,Ralph Nader,5.4042012
2000,Colorado,2000-11-07,Al Gore,39.381768
2000,Colorado,2000-11-07,George W. Bush,47.976955
2000,Colorado,2000-11-07,Ralph Nader,4.9140965
2000,Connecticut,2000-11-07,Al Gore,49.740238
2000,Connecticut,2000-11-07,George W. Bush,37.512749
2000,Connecticut,2000-11-07,Ralph Nader,6.5705916
2000,Delaware,2000-11-07,Al Gore,45.229964
2000,Delaware,2000-11-07,George W. Bush,44.227273
2000,Delaware,2000-11-07,Ralph Nader,3.5519228
2000,District of Columbia,2000-11-07,Al Gore,72.672953
2000,District of Columbia,2000-11-07,George W. Bush,14.141113
2000,District of Columbia,2000-11-07,Ralph Nader,4.980098
2000,Florida,2000-11-07,Al Gore,47.174946
2000,Florida,2000-11-07,George W. Bush,45.757136
2000,Florida,2000-11-07,Ralph Nader,2.9047808
2000,Georgia,2000-11-07,Al Gore,40.539803
2000,Georgia,2000-11-07,George W. Bush,50.670102
2000,Georgia,2000-11-07,Ralph Nader,2.9292253
2000,Hawaii,2000-11-07,Al Gore,52.079752
2000,Hawaii,2000-11-07,George W. Bush,34.642464
2000,Hawaii,2000-11-07,Ralph Nader,5.8104399
2000,Idaho,2000-11-07,Al Gore,26.858225
2000,Idaho,2000-11-07,George W. Bush,60.838152
2000,Idaho,2000-11-07,Ralph Nader,2.2907711
2000,Illinois,2000-11-07,Al Gore,47.253009
2000,Illinois,2000-11-07,George W. Bush,42.548397
2000,Illinois,2000-11-07,Ralph Nader,2.9562092
2000,Indiana,2000-11-07,Al Gore,34.544446
2000,Indiana,2000-11-07,George W. Bush,54.286509
2000,Indiana,2000-11-07,Ralph Nader,1.3983096
2000,Iowa,2000-11-07,Al Gore,44.900912
2000,Iowa,2000-11-07,George W. Bush,44.551661
2000,Iowa,2000-11-07,Ralph Nader,3.1811172
2000,Kansas,2000-11-07,Al Gore,35.187645
2000,Kansas,2000-11-07,George W. Bush,55.32072
2000,Kansas,2000-11-07,Ralph Nader,3.068364
2000,Kentucky,2000-11-07,Al Gore,40.641904
2000,Kentucky,2000-11-07,George W. Bush,53.664979
2000,Kentucky,2000-11-07,Ralph Nader,2.8471458
2000,Louisiana,2000-11-07,Al Gore,39.244476
2000,Louisiana,2000-11-07,George W. Bush,46.784041
2000,Louisiana,2000-11-07,Ralph Nader,1.4051652
2000,Maine,2000-11-07,Al Gore,45.534507
2000,Maine,2000-11-07,George W. Bush,41.147452
2000,Maine,2000-11-07,Ralph Nader,5.1328309
2000,Maryland,2000-11-07,Al Gore,52.162341
2000,Maryland,2000-11-07,George W. Bush,39.572493
2000,Maryland,2000-11-07,Ralph Nader,3.9028716
2000,Massachusetts,2000-11-07,Al Gore,55.10759
2000,Massachusetts,2000-11-07,George W. Bush,30.392158
2000,Massachusetts,2000-11-07,Ralph Nader,6.6856065
2000,Michigan,2000-11-07,Al Gore,46.399564
2000,Michigan,2000-11-07,George W. Bush,44.233336
2000,Michigan,2000-11-07,Ralph Nader,3.5123997
2000,Minnesota,2000-11-07,Al Gore,44.708419
2000,Minnesota,2000-11-07,George W. Bush,40.992023
2000,Minnesota,2000-11-07,Ralph Nader,7.9563911
2000,Mississippi,2000-11-07,Al Gore,38.42805
2000,Mississippi,2000-11-07,George W. Bush,51.97967
2000,Mississippi,2000-11-07,Ralph Nader,0.98615866
2000,Missouri,2000-11-07,Al Gore,45.054595
2000,Missouri,2000-11-07,George W. Bush,47.857597
2000,Missouri,2000-11-07,Ralph Nader,2.6829888
2000,Montana,2000-11-07,Al Gore,32.346911
2000,Montana,2000-11-07,George W. Bush,52.987474
2000,Montana,2000-11-07,Ralph Nader,4.823346
2000,National,2000-11-07,Al Gore,43.323453
2000,National,2000-11-07,George W. Bush,46.945554
2000,National,2000-11-07,Ralph Nader,3.7936984
2000,Nebraska,2000-11-07,Al Gore,34.333161
2000,Nebraska,2000-11-07,George W. Bush,57.045983
2000,Nebraska,2000-11-07,Ralph Nader,2.6156053
2000,Nevada,2000-11-07,Al Gore,43.036997
2000,Nevada,2000-11-07,George W. Bush,48.091576
2000,Nevada,2000-11-07,Ralph Nader,3.0117374
2000,New Hampshire,2000-11-07,Al Gore,41.003838
2000,New Hampshire,2000-11-07,George W. Bush,45.458147
2000,New Hampshire,2000-11-07,Ralph Nader,5.6716163
2000,New Jersey,2000-11-07,Al Gore,48.682663
2000,New Jersey,2000-11-07,George W. Bush,39.27333
2000,New Jersey,2000-11-07,Ralph Nader,4.879953
2000,New Mexico,2000-11-07,Al Gore,44.723852
2000,New Mexico,2000-11-07,George W. Bush,43.909975
2000,New Mexico,2000-11-07,Ralph Nader,4.7819596
2000,New York,2000-11-07,Al Gore,52.79625
2000,New York,2000-11-07,George W. Bush,35.993062
2000,New York,2000-11-07,Ralph Nader,5.5125696
2000,North Carolina,2000-11-07,Al Gore,41.733597
2000,North Carolina,2000-11-07,George W. Bush,51.50862
2000,North Carolina,2000-11-07,Ralph Nader,1.1170464
2000,North Dakota,2000-11-07,Al Gore,34.51015
2000,North Dakota,2000-11-07,George W. Bush,49.776534
2000,North Dakota,2000-11-07,Ralph Nader,1.9845407
2000,Ohio,2000-11-07,Al Gore,42.433913
2000,Ohio,2000-11-07,George W. Bush,49.96599
2000,Ohio,2000-11-07,Ralph Nader,3.6587715
2000,Oklahoma,2000-11-07,Al Gore,37.20398
2000,Oklahoma,2000-11-07,George W. Bush,56.07913
2000,Oklahoma,2000-11-07,Ralph Nader,0.9712999
2000,Oregon,2000-11-07,Al Gore,44.507462
2000,Oregon,2000-11-07,George W. Bush,44.46683
2000,Oregon,2000-11-07,Ralph Nader,6.5044911
2000,Pennsylvania,2000-11-07,Al Gore,46.367906
2000,Pennsylvania,2000-11-07,George W. Bush,44.667289
2000,Pennsylvania,2000-11-07,Ralph Nader,4.1448676
2000,Rhode Island,2000-11-07,Al Gore,52.319718
2000,Rhode Island,2000-11-07,George W. Bush,30.375767
2000,Rhode Island,2000-11-07,Ralph Nader,6.0979798
2000,South Carolina,2000-11-07,Al Gore,38.884246
2000,South Carolina,2000-11-07,George W. Bush,53.182232
2000,South Carolina,2000-11-07,Ralph Nader,1.6038655
2000,South Dakota,2000-11-07,Al Gore,33.539587
2000,South Dakota,2000-11-07,George W. Bush,54.262924
2000,Tennessee,2000-11-07,Al Gore,46.032948
2000,Tennessee,2000-11-07,George W. Bush,47.999213
2000,Tennessee,2000-11-07,Ralph Nader,1.8796737
2000,Texas,2000-11-07,Al Gore,32.296191
2000,Texas,2000-11-07,George W. Bush,59.714643
2000,Texas,2000-11-07,Ralph Nader,2.6257624
2000,Utah,2000-11-07,Al Gore,24.619824
2000,Utah,2000-11-07,George W. Bush,62.430116
2000,Utah,2000-11-07,Ralph Nader,4.5047955
2000,Vermont,2000-11-07,Al Gore,46.85579
2000,Vermont,2000-11-07,George W. Bush,37.134771
2000,Vermont,2000-11-07,Ralph Nader,5.9092938
2000,Virginia,2000-11-07,Al Gore,42.210553
2000,Virginia,2000-11-07,George W. Bush,50.5424
2000,Virginia,2000-11-07,Ralph Nader,2.8479833
2000,Washington,2000-11-07,Al Gore,45.177247
2000,Washington,2000-11-07,George W. Bush,45.010895
2000,Washington,2000-11-07,Ralph Nader,5.4131785
2000,West Virginia,2000-11-07,Al Gore,42.258471
2000,West Virginia,2000-11-07,George W. Bush,46.980171
2000,West Virginia,2000-11-07,Ralph Nader,2.3135891
2000,Wisconsin,2000-11-07,Al Gore,43.910057
2000,Wisconsin,2000-11-07,George W. Bush,46.196795
2000,Wisconsin,2000-11-07,Ralph Nader,5.2633836
2000,Wyoming,2000-11-07,Al Gore,29.687844
2000,Wyoming,2000-11-07,George W. Bush,58.700252
2004,Alabama,2004-11-02,George W. Bush,56.778493
2004,Alabama,2004-11-02,John Kerry,35.153022
2004,Alaska,2004-11-02,George W. Bush,57.311515
2004,Alaska,2004-11-02,John Kerry,31.118299
2004,Arizona,2004-11-02,George W. Bush,51.647917
2004,Arizona,2004-11-02,John Kerry,42.353901
2004,Arkansas,2004-11-02,George W. Bush,49.875212
2004,Arkansas,2004-11-02,John Kerry,46.05477
2004,California,2004-11-02,George W. Bush,41.651258
2004,California,2004-11-02,John Kerry,52.385393
2004,Colorado,2004-11-02,George W. Bush,49.588063
2004,Colorado,2004-11-02,John Kerry,45.309328
2004,Connecticut,2004-11-02,George W. Bush,39.587914
2004,Connecticut,2004-11-02,John Kerry,50.968638
2004,Delaware,2004-11-02,George W. Bush,40.418493
2004,Delaware,2004-11-02,John Kerry,47.686023
2004,Florida,2004-11-02,George W. Bush,47.942048
2004,Florida,2004-11-02,John Kerry,47.364931
2004,Georgia,2004-11-02,George W. Bush,54.186477
2004,Georgia,2004-11-02,John Kerry,41.540177
2004,Hawaii,2004-11-02,George W. Bush,43.339587
2004,Hawaii,2004-11-02,John Kerry,45.794949
2004,Idaho,2004-11-02,George W. Bush,57.587887
2004,Idaho,2004-11-02,John Kerry,27.835825
2004,Illinois,2004-11-02,George W. Bush,42.901402
2004,Illinois,2004-11-02,John Kerry,51.746566
2004,Indiana,2004-11-02,George W. Bush,57.262583
2004,Indiana,2004-11-02,John Kerry,36.95455
2004,Iowa,2004-11-02,George W. Bush,47.417262
2004,Iowa,2004-11-02,John Kerry,46.264535
2004,Kansas,2004-11-02,George W. Bush,58.554502
2004,Kansas,2004-11-02,John Kerry,34.482297
2004,Kentucky,2004-11-02,George W. Bush,57.102233
2004,Kentucky,2004-11-02,John Kerry,38.181241
2004,Louisiana,2004-11-02,George W. Bush,52.1351
2004,Louisiana,2004-11-02,John Kerry,35.99788
2004,Maine,2004-11-02,George W. Bush,42.705837
2004,Maine,2004-11-02,John Kerry,50.048318
2004,Maryland,2004-11-02,George W. Bush,41.272267
2004,Maryland,2004-11-02,John Kerry,53.865381
2004,Massachusetts,2004-11-02,George W. Bush,31.493788
2004,Massachusetts,2004-11-02,John Kerry,57.661592
2004,Michigan,2004-11-02,George W. Bush,45.029846
2004,Michigan,2004-11-02,John Kerry,48.691046
2004,Minnesota,2004-11-02,George W. Bush,45.162146
2004,Minnesota,2004-11-02,John Kerry,48.248413
2004,Mississippi,2004-11-02,George W. Bush,54.250916
2004,Mississippi,2004-11-02,John Kerry,37.824067
2004,Missouri,2004-11-02,George W. Bush,51.235948
2004,Missouri,2004-11-02,John Kerry,45.337555
2004,Montana,2004-11-02,George W. Bush,56.754379
2004,Montana,2004-11-02,John Kerry,33.714633
2004,National,2004-11-02,George W. Bush,48.604056
2004,National,2004-11-02,John Kerry,46.982615
2004,Nebraska,2004-11-02,George W. Bush,61.015127
2004,Nebraska,2004-11-02,John Kerry,31.525627
2004,Nevada,2004-11-02,George W. Bush,50.325923
2004,Nevada,2004-11-02,John Kerry,45.188758
2004,New Hampshire,2004-11-02,George W. Bush,46.451957
2004,New Hampshire,2004-11-02,John Kerry,48.624872
2004,New Jersey,2004-11-02,George W. Bush,41.803173
2004,New Jersey,2004-11-02,John Kerry,48.995247
2004,New Mexico,2004-11-02,George W. Bush,48.429972
2004,New Mexico,2004-11-02,John Kerry,44.911481
2004,New York,2004-11-02,George W. Bush,38.15427
2004,New York,2004-11-02,John Kerry,54.340684
2004,North Carolina,2004-11-02,George W. Bush,51.6375
2004,North Carolina,2004-11-02,John Kerry,43.381614
2004,North Dakota,2004-11-02,George W. Bush,58.542749
2004,North Dakota,2004-11-02,John Kerry,33.772825
2004,Ohio,2004-11-02,George W. Bush,47.935848
2004,Ohio,2004-11-02,John Kerry,47.973979
2004,Oklahoma,2004-11-02,George W. Bush,62.178045
2004,Oklahoma,2004-11-02,John Kerry,32.688553
2004,Oregon,2004-11-02,George W. Bush,45.281829
2004,Oregon,2004-11-02,John Kerry,50.530961
2004,Pennsylvania,2004-11-02,George W. Bush,47.365677
2004,Pennsylvania,2004-11-02,John Kerry,48.729059
2004,Rhode Island,2004-11-02,George W. Bush,36.35829
2004,Rhode Island,2004-11-02,John Kerry,54.849934
2004,South Carolina,2004-11-02,George W. Bush,54.899186
2004,South Carolina,2004-11-02,John Kerry,39.155158
2004,South Dakota,2004-11-02,George W. Bush,54.363716
2004,South Dakota,2004-11-02,John Kerry,37.609466
2004,Tennessee,2004-11-02,George W. Bush,54.39388
2004,Tennessee,2004-11-02,John Kerry,42.342747
2004,Texas,2004-11-02,George W. Bush,58.493298
2004,Texas,2004-11-02,John Kerry,35.652891
2004,Utah,2004-11-02,George W. Bush,68.299947
2004,Utah,2004-11-02,John Kerry,24.109276
2004,Vermont,2004-11-02,George W. Bush,40.149375
2004,Vermont,2004-11-02,John Kerry,49.357665
2004,Virginia,2004-11-02,George W. Bush,49.767129
2004,Virginia,2004-11-02,John Kerry,43.916727
2004,Washington,2004-11-02,George W. Bush,45.356803
2004,Washington,2004-11-02,John Kerry,51.681792
2004,West Virginia,2004-11-02,George W. Bush,50.819612
2004,West Virginia,2004-11-02,John Kerry,44.495975
2004,Wisconsin,2004-11-02,George W. Bush,48.105038
2004,Wisconsin,2004-11-02,John Kerry,46.387916
2008,Alabama,2008-11-04,Barack Obama,35.858475
2008,Alabama,2008-11-04,John McCain,58.282539
2008,Alaska,2008-11-04,Barack Obama,41.419908
2008,Alaska,2008-11-04,John McCain,55.604341
2008,Arizona,2008-11-04,Barack Obama,45.233846
2008,Arizona,2008-11-04,John McCain,49.373538
2008,Arkansas,2008-11-04,Barack Obama,42.823934
2008,Arkansas,2008-11-04,John McCain,51.925759
2008,California,2008-11-04,Barack Obama,57.522385
2008,California,2008-11-04,John McCain,35.202295
2008,Colorado,2008-11-04,Barack Obama,51.302013
2008,Colorado,2008-11-04,John McCain,44.45558
2008,Connecticut,2008-11-04,Barack Obama,56.510289
2008,Connecticut,2008-11-04,John McCain,36.288263
2008,Delaware,2008-11-04,Barack Obama,59.585339
2008,Delaware,2008-11-04,John McCain,35.343992
2008,Florida,2008-11-04,Barack Obama,48.108337
2008,Florida,2008-11-04,John McCain,46.620754
2008,Georgia,2008-11-04,Barack Obama,45.796409
2008,Georgia,2008-11-04,John McCain,50.060306
2008,Hawaii,2008-11-04,Barack Obama,59.752297
2008,Hawaii,2008-11-04,John McCain,33.055045
2008,Idaho,2008-11-04,Barack Obama,32.100732
2008,Idaho,2008-11-04,John McCain,60.262287
2008,Illinois,2008-11-04,Barack Obama,59.354164
2008,Illinois,2008-11-04,John McCain,36.792375
2008,Indiana,2008-11-04,Barack Obama,47.005797
2008,Indiana,2008-11-04,John McCain,48.007432
2008,Iowa,2008-11-04,Barack Obama,52.852666
2008,Iowa,2008-11-04,John McCain,40.020787
2008,Kansas,2008-11-04,Barack Obama,38.483246
2008,Kansas,2008-11-04,John McCain,55.198059
2008,Kentucky,2008-11-04,Barack Obama,41.070429
2008,Kentucky,2008-11-04,John McCain,53.512526
2008,Louisiana,2008-11-04,Barack Obama,41.531393
2008,Louisiana,2008-11-04,John McCain,52.142941
2008,Maine,2008-11-04,Barack Obama,55.215782
2008,Maine,2008-11-04,John McCain,39.106609
2008,Maryland,2008-11-04,Barack Obama,58.011276
2008,Maryland,2008-11-04,John McCain,37.447991
2008,Massachusetts,2008-11-04,Barack Obama,56.361476
2008,Massachusetts,2008-11-04,John McCain,38.0118
2008,Michigan,2008-11-04,Barack Obama,53.70322
2008,Michigan,2008-11-04,John McCain,40.474269
2008,Minnesota,2008-11-04,Barack Obama,52.376347
2008,Minnesota,2008-11-04,John McCain,41.769365
2008,Mississippi,2008-11-04,Barack Obama,41.028078
2008,Mississippi,2008-11-04,John McCain,52.134387
