year,state,proportion_democrat_president,resident_population,percent_change_resident_population,resident_population_density,resident_population_density_rank,republican_candidate,democratic_candidate,democratic_candidate_normalized,republican_candidate_normalized,pct_dem_in_polls,dem_prop_4_years_prior,dem_prop_8_years_prior,dem_prop_12_years_prior
1996,SOUTH DAKOTA,0.4806641460486552,696004.0,0.8,9.2,49.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.41031583,0.4773896623166135,0.468076211914141,0.41031583
1996,TENNESSEE,0.5128664234186056,4877185.0,6.2,118.3,21.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4499631699999999,0.5259803664707596,0.4178135949802923,0.4499631699999999
1996,TEXAS,0.4733937661787773,16986510.0,19.4,65.0,31.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4074996199999999,0.477578368341145,0.4365366706886273,0.3621369482698658
1996,UTAH,0.3798051218074387,1722850.0,17.9,21.0,43.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.33763817,0.3624642088601967,0.3261212516809927,0.2487997899031825
1996,VERMONT,0.6318283038406202,562758.0,10.0,61.1,32.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.52366977,0.6025420135850691,0.4821828692327555,0.52366977
1996,VIRGINIA,0.4893940549293311,6187358.0,15.7,156.7,17.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.42826149,0.4744498706585656,0.3964105394241759,0.3732431206078015
1996,WASHINGTON,0.5719465284478128,4866692.0,17.8,73.2,30.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47449865,0.5759170107251123,0.5080771175458582,0.4315364898363371
1996,WEST VIRGINIA,0.5835466517610786,1793477.0,-8.0,74.6,28.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5053645800000001,0.5776883808194074,0.5237689319762058,0.4472756567540157
1996,WISCONSIN,0.5591919666145019,4891769.0,4.0,90.3,26.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.49536554,0.5279450850211544,0.5182346629456104,0.4537798429037826
1996,WYOMING,0.4251208256510402,453588.0,-3.4,4.7,51.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.37603149,0.4620797657060342,0.3857512357742269,0.37603149
2000,ALABAMA,0.423930580786689,4040587.0,3.8,79.8,27.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.35201229,0.4626612884631105,0.4617887354009701,0.4025443160191109
2000,ALASKA,0.3206305143627081,550043.0,36.9,1.0,52.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.28018256,0.3957149749416618,0.4342573796132983,0.378366825657466
2000,ARIZONA,0.4671740083286014,3665228.0,34.8,32.3,39.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.3892711,0.5122377115185426,0.4869809601698806,0.3925650846900749
2000,ARKANSAS,0.4719931048957919,2350725.0,2.8,45.2,37.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.44305234,0.5935282486475548,0.5999226706612252,0.4280835728688489
2000,CALIFORNIA,0.5620298999907178,29760021.0,25.7,191.0,14.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.46403632,0.5721626523096894,0.5851672876937908,0.4819268946362411
2000,COLORADO,0.4551408005672097,3294394.0,14.0,31.8,40.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.39381768,0.4924079236977256,0.5280206552282498,0.4604617561850285
2000,CONNECTICUT,0.5925565804885452,3287116.0,5.8,678.8,6.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.49740238,0.6036350688231273,0.5412511670742668,0.4741884954356701
2000,DELAWARE,0.5674006478528845,666168.0,12.1,341.9,9.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.45229964,0.5862365663256995,0.5519799270472528,0.4375881040413072
2000,DISTRICT OF COLUMBIA,0.9048769447777848,606900.0,-4.9,9941.3,1.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.7267295300000001,0.9012354820886426,0.9029706961939272,0.7267295300000001
2000,FLORIDA,0.4999539059196644,12937926.0,32.7,241.3,12.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.47174946,0.5315496119510641,0.4880315891041901,0.3874792835414841
2000,GEORGIA,0.4401624637709734,6478216.0,18.6,112.6,23.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4053980299999999,0.4936773080144583,0.5034212845109663,0.3979638365523965
2000,HAWAII,0.5982729628042934,1108229.0,14.9,172.6,15.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.52079752,0.6427615180824882,0.567199777308213,0.5480627598015892
2000,IDAHO,0.2915150954425599,1006749.0,6.7,12.2,46.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.26858225,0.3920097242428407,0.4033851697884342,0.26858225
2000,ILLINOIS,0.5618001031583959,11430602.0,0.0,205.9,13.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.47253009,0.5960509218545778,0.585882182122468,0.4895072300364114
2000,INDIANA,0.4199521746741806,5544159.0,1.0,154.8,18.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.34544446,0.4685159364495435,0.4616510546606123,0.3987400887506799
2000,IOWA,0.5016277918751817,2776755.0,-4.7,49.7,35.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.44900912,0.5573338892373273,0.5373252911356213,0.5514848114008251
2000,KANSAS,0.3908309253647191,2477574.0,4.8,30.3,41.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.35187645,0.3992763445201585,0.4645894441238242,0.4327249829781352
2000,KENTUCKY,0.4227238473432342,3685296.0,0.7,93.3,25.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4064190399999999,0.5052905118434284,0.5186877769476606,0.4414623218821145
2000,LOUISIANA,0.4606075403365277,4219973.0,0.3,97.7,24.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.39244476,0.5656083827159214,0.5266513786041565,0.4480870767605027
2000,MAINE,0.5274784154100042,1227928.0,9.2,39.8,38.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4553450699999999,0.6266212041685532,0.5605587286454831,0.4422898129653169
2000,MARYLAND,0.584322989424543,4781468.0,13.4,492.6,7.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.52162341,0.5863842348627238,0.5829990003921766,0.4853556976888299
2000,MASSACHUSETTS,0.6478934376063381,6016425.0,4.9,771.3,5.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.5510759000000001,0.6863782540541509,0.6209222867120157,0.5398258893318696
2000,MICHIGAN,0.5263460648173409,9295297.0,0.4,164.4,16.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.46399564,0.5732441336669677,0.5461515964697112,0.4602195003994486
2000,MINNESOTA,0.5128641197581132,4375099.0,7.3,54.9,33.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.44708419,0.5938068927137576,0.5772134022448636,0.5355085992524404
2000,MISSISSIPPI,0.4139451516075371,2573216.0,2.1,54.8,34.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.3842804999999999,0.472527762454129,0.450715105326158,0.3947891704481721
2000,MISSOURI,0.4828805134324933,5117073.0,4.1,74.4,29.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.45054595,0.5354703747642815,0.5650696610031356,0.4800308831902278
2000,MONTANA,0.3634363802133028,799065.0,1.6,5.5,50.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.32346911,0.4831258954927583,0.517240571248753,0.4701181027861572
2000,NEBRASKA,0.3482051913791497,1578385.0,0.5,20.5,44.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.3433316099999999,0.3944517749921696,0.3868826956766844,0.3944591450582859
2000,NEVADA,0.4814316150032757,1201833.0,50.1,10.9,47.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.43036997,0.5058653135524703,0.5182477751961773,0.3918141083541434
2000,NEW HAMPSHIRE,0.4933219980478119,1109252.0,20.5,123.9,20.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.41003838,0.5561163171068921,0.507965513554495,0.3676636727286612
2000,NEW JERSEY,0.5821140941672093,7730188.0,5.0,1051.1,2.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.48682663,0.599667932033127,0.5142031835209345,0.4309884238646482
2000,NEW MEXICO,0.5003192602930914,1515069.0,16.3,12.5,45.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.44723852,0.5402413056103159,0.5514215676975641,0.4749008425951464
2000,NEW YORK,0.6357599158301068,17990455.0,2.5,381.7,8.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.5279625,0.677320293812358,0.6211082540422493,0.5342205263918793
2000,NORTH CAROLINA,0.4353600301849695,6628637.0,12.7,136.3,19.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.41733597,0.4747001333026536,0.4954153572081328,0.4184246213144999
2000,NORTH DAKOTA,0.3527260342938372,638800.0,-2.1,9.3,48.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.3451015,0.4608868099415835,0.4212529522709122,0.4340464427213233
2000,OHIO,0.4816127777933392,10847115.0,0.5,265.5,11.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4243391299999999,0.5359694918172054,0.5116816334695452,0.4452593534974925
2000,OKLAHOMA,0.3891932877788108,3145585.0,4.0,45.9,36.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.3720398,0.4559939089329422,0.4437788169738132,0.4161018772755833
2000,OREGON,0.5023589198553057,2842321.0,7.9,29.6,42.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.44507462,0.5469311571965823,0.5663389151659282,0.5238368079759795
2000,PENNSYLVANIA,0.5214847871680315,11881643.0,0.1,265.6,10.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.46367906,0.5516120536083254,0.5554852946101531,0.4883045300466226
2000,RHODE ISLAND,0.6564911606759932,1003464.0,5.9,970.6,4.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.52319718,0.690042133874984,0.6184372281820818,0.5587787055331063
2000,SOUTH CAROLINA,0.4183789393234974,3486703.0,11.7,116.0,22.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.38884246,0.4688802407801454,0.4764315457275972,0.3792785443558168
2000,SOUTH DAKOTA,0.3838528742762613,696004.0,0.8,9.2,49.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.33539587,0.4806641460486552,0.4773896623166135,0.468076211914141
2000,TENNESSEE,0.4803713321482099,4877185.0,6.2,118.3,21.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4603294799999999,0.5128664234186056,0.5259803664707596,0.4178135949802923
2000,TEXAS,0.3904372985143706,16986510.0,19.4,65.0,31.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.32296191,0.4733937661787773,0.477578368341145,0.4365366706886273
2000,UTAH,0.2827449456867586,1722850.0,17.9,21.0,43.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.24619824,0.3798051218074387,0.3624642088601967,0.3261212516809927
2000,VERMONT,0.554403508967734,562758.0,10.0,61.1,32.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4685578999999999,0.6318283038406202,0.6025420135850691,0.4821828692327555
2000,VIRGINIA,0.4585276369416675,6187358.0,15.7,156.7,17.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.4221055299999999,0.4893940549293311,0.4744498706585656,0.3964105394241759
2000,WASHINGTON,0.5294477100940541,4866692.0,17.8,73.2,30.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.45177247,0.5719465284478128,0.5759170107251123,0.5080771175458582
2000,WEST VIRGINIA,0.4675792598406258,1793477.0,-8.0,74.6,28.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.42258471,0.5835466517610786,0.5776883808194074,0.5237689319762058
2000,WISCONSIN,0.5011506830315781,4891769.0,4.0,90.3,26.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.43910057,0.5591919666145019,0.5279450850211544,0.5182346629456104
2000,WYOMING,0.2901769435968296,453588.0,-3.4,4.7,51.0,"BUSH, GEORGE W.","GORE, AL",AL GORE,GEORGE BUSH,0.2968784399999999,0.4251208256510402,0.4620797657060342,0.3857512357742269
2004,ALABAMA,0.3710222864771775,4447100.0,10.1,87.8,28.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.35153022,0.423930580786689,0.4626612884631105,0.4617887354009701
2004,ALASKA,0.3677371701875368,626932.0,14.0,1.1,52.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.31118299,0.3206305143627081,0.3957149749416618,0.4342573796132983
2004,ARIZONA,0.4472499496951174,5130632.0,40.0,45.2,38.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.42353901,0.4671740083286014,0.5122377115185426,0.4869809601698806
2004,ARKANSAS,0.4506425174833222,2673400.0,13.7,51.4,36.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.4605477,0.4719931048957919,0.5935282486475548,0.5999226706612252
2004,CALIFORNIA,0.5504132045282245,33871648.0,13.8,217.4,14.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.52385393,0.5620298999907178,0.5721626523096894,0.5851672876937908
2004,COLORADO,0.4763377044175736,4301261.0,30.6,41.5,39.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.45309328,0.4551408005672097,0.4924079236977256,0.5280206552282498
2004,CONNECTICUT,0.5527494756058412,3405565.0,3.6,703.3,6.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.50968638,0.5925565804885452,0.6036350688231273,0.5412511670742668
2004,DELAWARE,0.5383150624509161,783600.0,17.6,402.1,9.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.47686023,0.5674006478528845,0.5862365663256995,0.5519799270472528
2004,FLORIDA,0.4747632042433121,15982378.0,23.5,298.0,10.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.47364931,0.4999539059196644,0.5315496119510641,0.4880315891041901
2004,GEORGIA,0.4164576730359044,8186453.0,26.4,142.3,20.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.41540177,0.4401624637709734,0.4936773080144583,0.5034212845109663
2004,HAWAII,0.5440444800293027,1211537.0,9.3,188.6,15.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.45794949,0.5982729628042934,0.6427615180824882,0.567199777308213
2004,IDAHO,0.306772618166357,1293953.0,28.5,15.7,46.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.27835825,0.2915150954425599,0.3920097242428407,0.4033851697884342
2004,ILLINOIS,0.5520863404955345,12419293.0,8.6,223.7,13.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.51746566,0.5618001031583959,0.5960509218545778,0.585882182122468
2004,INDIANA,0.3957652375034154,6080485.0,9.7,169.7,18.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.3695454999999999,0.4199521746741806,0.4685159364495435,0.4616510546606123
2004,IOWA,0.4966332073728708,2926324.0,5.4,52.4,35.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.46264535,0.5016277918751817,0.5573338892373273,0.5373252911356213
2004,KANSAS,0.3713290121891777,2688418.0,8.5,32.9,42.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.34482297,0.3908309253647191,0.3992763445201585,0.4645894441238242
2004,KENTUCKY,0.3999238008452607,4041769.0,9.7,102.4,25.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.38181241,0.4227238473432342,0.5052905118434284,0.5186877769476606
2004,LOUISIANA,0.4266905873075651,4468976.0,5.9,103.4,24.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.3599788,0.4606075403365277,0.5656083827159214,0.5266513786041565
2004,MAINE,0.545830164103086,1274923.0,3.8,41.3,40.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.50048318,0.5274784154100042,0.6266212041685532,0.5605587286454831
2004,MARYLAND,0.5656571308191792,5296486.0,10.8,545.6,7.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.53865381,0.584322989424543,0.5863842348627238,0.5829990003921766
2004,MASSACHUSETTS,0.6274285551299189,6349097.0,5.5,814.0,5.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.57661592,0.6478934376063381,0.6863782540541509,0.6209222867120157
2004,MICHIGAN,0.5172584446796521,9938444.0,6.9,175.8,17.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.48691046,0.5263460648173409,0.5732441336669677,0.5461515964697112
2004,MINNESOTA,0.5176091061066895,4919479.0,12.4,61.8,33.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.48248413,0.5128641197581132,0.5938068927137576,0.5772134022448636
2004,MISSISSIPPI,0.4049499923037863,2844658.0,10.5,60.6,34.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.37824067,0.4139451516075371,0.472527762454129,0.450715105326158
2004,MISSOURI,0.4638028733456015,5595211.0,9.3,81.4,29.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.45337555,0.4828805134324933,0.5354703747642815,0.5650696610031356
2004,MONTANA,0.3949992382433664,902195.0,12.9,6.2,50.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.33714633,0.3634363802133028,0.4831258954927583,0.517240571248753
2004,NEBRASKA,0.331526627404053,1711263.0,8.4,22.3,44.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.31525627,0.3482051913791497,0.3944517749921696,0.3868826956766844
2004,NEVADA,0.486824042751385,1998257.0,66.3,18.2,45.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.45188758,0.4814316150032757,0.5058653135524703,0.5182477751961773
2004,NEW HAMPSHIRE,0.5069028862013731,1235786.0,11.4,138.0,22.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.48624872,0.4933219980478119,0.5561163171068921,0.507965513554495
2004,NEW JERSEY,0.5337053631884221,8414350.0,8.9,1144.2,2.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.48995247,0.5821140941672093,0.599667932033127,0.5142031835209345
2004,NEW MEXICO,0.4959966411364511,1819046.0,20.1,15.0,47.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.44911481,0.5003192602930914,0.5402413056103159,0.5514215676975641
2004,NEW YORK,0.5982979065644611,18976457.0,5.5,402.7,8.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.5434068400000001,0.6357599158301068,0.677320293812358,0.6211082540422493
2004,NORTH CAROLINA,0.4375802799815888,8049313.0,21.4,165.6,19.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.43381614,0.4353600301849695,0.4747001333026536,0.4954153572081328
2004,NORTH DAKOTA,0.3609064585005671,642200.0,0.5,9.3,49.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.3377282499999999,0.3527260342938372,0.4608868099415835,0.4212529522709122
2004,OHIO,0.4894125599521079,11353140.0,4.7,277.8,11.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.47973979,0.4816127777933392,0.5359694918172054,0.5116816334695452
2004,OKLAHOMA,0.3442959833524394,3450654.0,9.7,50.3,37.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.32688553,0.3891932877788108,0.4559939089329422,0.4437788169738132
2004,OREGON,0.5210862577445008,3421399.0,20.4,35.6,41.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.50530961,0.5023589198553057,0.5469311571965823,0.5663389151659282
2004,PENNSYLVANIA,0.5125828209706239,12281054.0,3.4,274.5,12.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.4872905899999999,0.5214847871680315,0.5516120536083254,0.5554852946101531
2004,RHODE ISLAND,0.6057751057587814,1048319.0,4.5,1014.0,4.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.54849934,0.6564911606759932,0.690042133874984,0.6184372281820818
2004,SOUTH CAROLINA,0.4136354174025079,4012012.0,15.1,133.5,23.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.39155158,0.4183789393234974,0.4688802407801454,0.4764315457275972
2004,SOUTH DAKOTA,0.3908670919890631,754844.0,8.5,10.0,48.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.3760946599999999,0.3838528742762613,0.4806641460486552,0.4773896623166135
2004,TENNESSEE,0.4281455454525927,5689283.0,16.7,138.0,21.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.42342747,0.4803713321482099,0.5128664234186056,0.5259803664707596
2004,TEXAS,0.3848980810289008,20851820.0,22.8,79.8,30.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.35652891,0.3904372985143706,0.4733937661787773,0.477578368341145
2004,UTAH,0.2665356083987796,2233169.0,29.6,27.2,43.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.24109276,0.2827449456867586,0.3798051218074387,0.3624642088601967
2004,VERMONT,0.6030100213925116,608827.0,8.2,66.1,32.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.4935766499999999,0.554403508967734,0.6318283038406202,0.6025420135850691
2004,VIRGINIA,0.4586630328646994,7078515.0,14.4,179.2,16.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.43916727,0.4585276369416675,0.4893940549293311,0.4744498706585656
2004,WASHINGTON,0.5364653768345296,5894121.0,21.1,88.7,27.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.51681792,0.5294477100940541,0.5719465284478128,0.5759170107251123
2004,WEST VIRGINIA,0.4352028937025451,1808344.0,0.8,75.2,31.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.44495975,0.4675792598406258,0.5835466517610786,0.5776883808194074
2004,WISCONSIN,0.5019180327426924,5363675.0,9.6,99.0,26.0,"BUSH, GEORGE W.","KERRY, JOHN",JOHN KERRY,GEORGE BUSH,0.4638791599999999,0.5011506830315781,0.5591919666145019,0.5279450850211544
2008,ALABAMA,0.3910909724642732,4447100.0,10.1,87.8,28.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.35858475,0.3710222864771775,0.423930580786689,0.4626612884631105
2008,ALASKA,0.389352150834029,626932.0,14.0,1.1,52.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.41419908,0.3677371701875368,0.3206305143627081,0.3957149749416618
2008,ARIZONA,0.4568609928038368,5130632.0,40.0,45.2,38.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.45233846,0.4472499496951174,0.4671740083286014,0.5122377115185426
2008,ARKANSAS,0.3982827938928274,2673400.0,13.7,51.4,36.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.42823934,0.4506425174833222,0.4719931048957919,0.5935282486475548
2008,CALIFORNIA,0.622784495915854,33871648.0,13.8,217.4,14.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.57522385,0.5504132045282245,0.5620298999907178,0.5721626523096894
2008,COLORADO,0.5455063469317343,4301261.0,30.6,41.5,39.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.51302013,0.4763377044175736,0.4551408005672097,0.4924079236977256
2008,CONNECTICUT,0.6131833824975418,3405565.0,3.6,703.3,6.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.56510289,0.5527494756058412,0.5925565804885452,0.6036350688231273
2008,DELAWARE,0.6263813864988855,783600.0,17.6,402.1,9.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.5958533899999999,0.5383150624509161,0.5674006478528845,0.5862365663256995
2008,FLORIDA,0.514196600308993,15982378.0,23.5,298.0,10.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.48108337,0.4747632042433121,0.4999539059196644,0.5315496119510641
2008,GEORGIA,0.4737166448918821,8186453.0,26.4,142.3,20.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.45796409,0.4164576730359044,0.4401624637709734,0.4936773080144583
2008,HAWAII,0.7299372587845542,1211537.0,9.3,188.6,15.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.59752297,0.5440444800293027,0.5982729628042934,0.6427615180824882
2008,IDAHO,0.3697541019497945,1293953.0,28.5,15.7,46.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.32100732,0.306772618166357,0.2915150954425599,0.3920097242428407
2008,ILLINOIS,0.6273426404455936,12419293.0,8.6,223.7,13.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.59354164,0.5520863404955345,0.5618001031583959,0.5960509218545778
2008,INDIANA,0.5052195344537809,6080485.0,9.7,169.7,18.0,"MCCAIN, JOHN","OBAMA, BARACK H.",BARACK OBAMA,JOHN MCCAIN,0.47005797,0.3957652375034154,0.4199521746741806,0.4685159364495435
