year,state,proportion_democrat_president,resident_population,percent_change_resident_population,resident_population_density,resident_population_density_rank,republican_candidate,democratic_candidate,democratic_candidate_normalized,republican_candidate_normalized,pct_dem_in_polls,dem_prop_4_years_prior,dem_prop_8_years_prior,dem_prop_12_years_prior
1988,MISSISSIPPI,0.3947891704481721,2520638.0,13.7,53.7,33.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.37076414,0.37076414,0.4932166779645438,0.37076414
1988,MISSOURI,0.4800308831902278,4916686.0,5.1,71.5,29.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.4191396,0.3997524933212296,0.4643458565855658,0.5184190712575877
1988,MONTANA,0.4701181027861572,786690.0,13.3,5.4,50.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.3698381899999999,0.3698381899999999,0.3698381899999999,0.3698381899999999
1988,NEBRASKA,0.3944591450582859,1569825.0,5.8,20.4,43.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.3958959999999999,0.28995246326707,0.2841755487178086,0.3937354855260315
1988,NEVADA,0.3918141083541434,800493.0,63.8,7.3,49.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.3344952399999999,0.3344952399999999,0.3007267133699923,0.3344952399999999
1988,NEW HAMPSHIRE,0.3676636727286612,920610.0,24.8,102.8,22.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.3211925699999999,0.3106554774559431,0.3293230762715197,0.3211925699999999
1988,NEW JERSEY,0.4309884238646482,7364823.0,2.7,1001.4,2.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.40924593,0.3947860891850365,0.4259085548536872,0.4889933152604929
1988,NEW MEXICO,0.4749008425951464,1302894.0,28.2,10.7,46.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.39668694,0.3965040187081179,0.39668694,0.39668694
1988,NEW YORK,0.5342205263918793,17558072.0,-3.7,372.6,8.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.45885133,0.470582821297111,0.5084486380354196,0.534451946087019
1988,NORTH CAROLINA,0.4184246213144999,5881766.0,15.7,121.0,19.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.4198974599999999,0.3797213705011314,0.4890031737025543,0.5555329249846495
1988,NORTH DAKOTA,0.4340464427213233,652717.0,5.7,9.5,47.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.37267997,0.37267997,0.2901929024787089,0.37267997
1988,OHIO,0.4452593534974925,10797630.0,1.4,264.3,11.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.41268361,0.4052931628093167,0.4426451498992538,0.5011635459664862
1988,OKLAHOMA,0.4161018772755833,3025290.0,18.2,44.1,36.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.38603252,0.38603252,0.366278667196309,0.38603252
1988,OREGON,0.5238368079759795,2633105.0,25.9,27.4,41.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.48474516,0.4389528866066263,0.4444740615642638,0.4991282682307967
1988,PENNSYLVANIA,0.4883045300466226,11863895.0,0.6,265.2,10.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.44803587,0.4629926852287835,0.4613836413288336,0.44803587
1988,RHODE ISLAND,0.5587787055331063,947154.0,0.0,916.2,4.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.46607574,0.481702697550747,0.5616605547453524,0.46607574
1988,SOUTH CAROLINA,0.3792785443558168,3121820.0,20.5,103.9,21.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.39120127,0.39120127,0.4936270672982154,0.565661090449159
1988,SOUTH DAKOTA,0.468076211914141,690768.0,3.8,9.1,48.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.4067229499999999,0.4067229499999999,0.3436654114190034,0.4925696563319523
1988,TENNESSEE,0.4178135949802923,4591120.0,17.0,111.3,20.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.3991780099999999,0.3991780099999999,0.4985007753951459,0.3991780099999999
1988,TEXAS,0.4365366706886273,14229191.0,27.1,54.5,32.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.42587829,0.3621369482698658,0.4283265920618454,0.42587829
1988,UTAH,0.3261212516809927,1461037.0,37.9,17.8,44.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.31227522,0.2487997899031825,0.31227522,0.3501994161740555
1988,VERMONT,0.4821828692327555,511456.0,15.1,55.5,31.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.41675536,0.41675536,0.41675536,0.41675536
1988,VIRGINIA,0.3964105394241759,5346818.0,15.0,135.4,18.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.39417478,0.3732431206078015,0.4318413947087553,0.39417478
1988,WASHINGTON,0.5080771175458582,4132156.0,21.2,62.2,30.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.4297139399999999,0.4315364898363371,0.429046539051112,0.4797970643220483
1988,WEST VIRGINIA,0.5237689319762058,1949644.0,11.8,81.1,27.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.4368094099999999,0.4472756567540157,0.5236978172012975,0.4368094099999999
1988,WISCONSIN,0.5182346629456104,4705767.0,6.5,86.9,26.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.44869765,0.4537798429037826,0.4740969142143971,0.44869765
1988,WYOMING,0.3857512357742269,469557.0,41.3,4.8,51.0,"BUSH, GEORGE H.W.","DUKAKIS, MICHAEL",MICHAEL DUKAKIS,GEORGE BUSH,0.27823913,0.27823913,0.27823913,0.27823913
1992,ALABAMA,0.4617887354009701,4040587.0,3.8,79.8,27.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4018088199999999,0.4025443160191109,0.3873660464868173,0.4932366169296053
1992,ALASKA,0.4342573796132983,550043.0,36.9,1.0,52.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.33656677,0.378366825657466,0.33656677,0.33656677
1992,ARIZONA,0.4869809601698806,3665228.0,34.8,32.3,39.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.33570066,0.3925650846900749,0.33570066,0.3178791316766491
1992,ARKANSAS,0.5999226706612252,2350725.0,2.8,45.2,37.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.52054279,0.4280835728688489,0.52054279,0.4968029405707653
1992,CALIFORNIA,0.5851672876937908,29760021.0,25.7,191.0,14.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.48764566,0.4819268946362411,0.4177546517780233,0.4053337544079053
1992,COLORADO,0.5280206552282498,3294394.0,14.0,31.8,40.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.39511654,0.4604617561850285,0.356342301643494,0.360696597871354
1992,CONNECTICUT,0.5412511670742668,3287116.0,5.8,678.8,6.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.44051756,0.4741884954356701,0.3900083123698196,0.4444280367728735
1992,DELAWARE,0.5519799270472528,666168.0,12.1,341.9,9.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.40233436,0.4375881040413072,0.40233436,0.4873321474982258
1992,DISTRICT OF COLUMBIA,0.9029706961939272,606900.0,-4.9,9941.3,1.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.71275369,0.71275369,0.71275369,0.71275369
1992,FLORIDA,0.4880315891041901,12937926.0,32.7,241.3,12.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3839614,0.3874792835414841,0.3466758678645452,0.4094923705280309
1992,GEORGIA,0.5034212845109663,6478216.0,18.6,112.6,23.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.38814284,0.3979638365523965,0.38814284,0.5766239969245167
1992,HAWAII,0.567199777308213,1108229.0,14.9,172.6,15.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.43686664,0.5480627598015892,0.43686664,0.510840592350869
1992,IDAHO,0.4033851697884342,1006749.0,6.7,12.2,46.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.2872184499999999,0.2872184499999999,0.2872184499999999,0.2748677321266878
1992,ILLINOIS,0.585882182122468,11430602.0,0.0,205.9,13.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4680532,0.4895072300364114,0.4352674669277925,0.4566033761788903
1992,INDIANA,0.4616510546606123,5544159.0,1.0,154.8,18.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3679352099999999,0.3987400887506799,0.3792657087831628,0.3679352099999999
1992,IOWA,0.5373252911356213,2776755.0,-4.7,49.7,35.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.38889839,0.5514848114008251,0.4627617466997986,0.4293684972879164
1992,KANSAS,0.4645894441238242,2477574.0,4.8,30.3,41.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.36712598,0.4327249829781352,0.3297052288843034,0.3652451056147966
1992,KENTUCKY,0.5186877769476606,3685296.0,0.7,93.3,25.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4325922,0.4414623218821145,0.3963581761054802,0.4325922
1992,LOUISIANA,0.5266513786041565,4219973.0,0.3,97.7,24.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.38129305,0.4480870767605027,0.38129305,0.4718911401140074
1992,MAINE,0.5605587286454831,1227928.0,9.2,39.8,38.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.34291351,0.4422898129653169,0.34291351,0.4809051656597664
1992,MARYLAND,0.5829990003921766,4781468.0,13.4,492.6,7.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4298602,0.4853556976888299,0.4724247280785537,0.516191380662185
1992,MASSACHUSETTS,0.6209222867120157,6016425.0,4.9,771.3,5.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.37029205,0.5398258893318696,0.4860166976274062,0.4990932698314367
1992,MICHIGAN,0.5461515964697112,9295297.0,0.4,164.4,16.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.39087293,0.4602195003994486,0.39087293,0.4645358910320158
1992,MINNESOTA,0.5772134022448636,4375099.0,7.3,54.9,33.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.41663969,0.5355085992524404,0.5009089076819495,0.5221361455718679
1992,MISSISSIPPI,0.450715105326158,2573216.0,2.1,54.8,34.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.37229225,0.3947891704481721,0.37229225,0.4932166779645438
1992,MISSOURI,0.5650696610031356,5117073.0,4.1,74.4,29.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4251040299999999,0.4800308831902278,0.3997524933212296,0.4643458565855658
1992,MONTANA,0.517240571248753,799065.0,1.6,5.5,50.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.33717977,0.4701181027861572,0.33717977,0.33717977
1992,NEBRASKA,0.3868826956766844,1578385.0,0.5,20.5,44.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3060714499999999,0.3944591450582859,0.28995246326707,0.2841755487178086
1992,NEVADA,0.5182477751961773,1201833.0,50.1,10.9,47.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.35293839,0.3918141083541434,0.35293839,0.3007267133699923
1992,NEW HAMPSHIRE,0.507965513554495,1109252.0,20.5,123.9,20.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.38195925,0.3676636727286612,0.3106554774559431,0.3293230762715197
1992,NEW JERSEY,0.5142031835209345,7730188.0,5.0,1051.1,2.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.39305388,0.4309884238646482,0.3947860891850365,0.4259085548536872
1992,NEW MEXICO,0.5514215676975641,1515069.0,16.3,12.5,45.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.41953365,0.4749008425951464,0.3965040187081179,0.41953365
1992,NEW YORK,0.6211082540422493,17990455.0,2.5,381.7,8.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.48076968,0.5342205263918793,0.470582821297111,0.5084486380354196
1992,NORTH CAROLINA,0.4954153572081328,6628637.0,12.7,136.3,19.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.40319437,0.4184246213144999,0.3797213705011314,0.4890031737025543
1992,NORTH DAKOTA,0.4212529522709122,638800.0,-2.1,9.3,48.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.31136323,0.4340464427213233,0.31136323,0.2901929024787089
1992,OHIO,0.5116816334695452,10847115.0,0.5,265.5,11.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.40257081,0.4452593534974925,0.4052931628093167,0.4426451498992538
1992,OKLAHOMA,0.4437788169738132,3145585.0,4.0,45.9,36.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3749413299999999,0.4161018772755833,0.3749413299999999,0.366278667196309
1992,OREGON,0.5663389151659282,2842321.0,7.9,29.6,42.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.39925772,0.5238368079759795,0.4389528866066263,0.4444740615642638
1992,PENNSYLVANIA,0.5554852946101531,11881643.0,0.1,265.6,10.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.4134988899999999,0.4883045300466226,0.4629926852287835,0.4613836413288336
1992,RHODE ISLAND,0.6184372281820818,1003464.0,5.9,970.6,4.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.50311493,0.5587787055331063,0.481702697550747,0.5616605547453524
1992,SOUTH CAROLINA,0.4764315457275972,3486703.0,11.7,116.0,22.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3374447,0.3792785443558168,0.3374447,0.4936270672982154
1992,SOUTH DAKOTA,0.4773896623166135,696004.0,0.8,9.2,49.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.36333398,0.468076211914141,0.36333398,0.3436654114190034
1992,TENNESSEE,0.5259803664707596,4877185.0,6.2,118.3,21.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.44505269,0.4178135949802923,0.44505269,0.4985007753951459
1992,TEXAS,0.477578368341145,16986510.0,19.4,65.0,31.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.36858955,0.4365366706886273,0.3621369482698658,0.4283265920618454
1992,UTAH,0.3624642088601967,1722850.0,17.9,21.0,43.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.24661515,0.3261212516809927,0.2487997899031825,0.24661515
1992,VERMONT,0.6025420135850691,562758.0,10.0,61.1,32.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.40803584,0.4821828692327555,0.40803584,0.40803584
1992,VIRGINIA,0.4744498706585656,6187358.0,15.7,156.7,17.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.35497365,0.3964105394241759,0.3732431206078015,0.4318413947087553
1992,WASHINGTON,0.5759170107251123,4866692.0,17.8,73.2,30.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.44466954,0.5080771175458582,0.4315364898363371,0.429046539051112
1992,WEST VIRGINIA,0.5776883808194074,1793477.0,-8.0,74.6,28.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.44298712,0.5237689319762058,0.4472756567540157,0.5236978172012975
1992,WISCONSIN,0.5279450850211544,4891769.0,4.0,90.3,26.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.39933187,0.5182346629456104,0.4537798429037826,0.4740969142143971
1992,WYOMING,0.4620797657060342,453588.0,-3.4,4.7,51.0,"BUSH, GEORGE H.W.","CLINTON, BILL",BILL CLINTON,GEORGE BUSH,0.3040879199999999,0.3857512357742269,0.3040879199999999,0.3040879199999999
1996,ALABAMA,0.4626612884631105,4040587.0,3.8,79.8,27.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.40952817,0.4617887354009701,0.4025443160191109,0.3873660464868173
1996,ALASKA,0.3957149749416618,550043.0,36.9,1.0,52.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.34288314,0.4342573796132983,0.378366825657466,0.34288314
1996,ARIZONA,0.5122377115185426,3665228.0,34.8,32.3,39.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.45013949,0.4869809601698806,0.3925650846900749,0.45013949
1996,ARKANSAS,0.5935282486475548,2350725.0,2.8,45.2,37.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5293915899999999,0.5999226706612252,0.4280835728688489,0.5293915899999999
1996,CALIFORNIA,0.5721626523096894,29760021.0,25.7,191.0,14.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.48713991,0.5851672876937908,0.4819268946362411,0.4177546517780233
1996,COLORADO,0.4924079236977256,3294394.0,14.0,31.8,40.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.43749865,0.5280206552282498,0.4604617561850285,0.356342301643494
1996,CONNECTICUT,0.6036350688231273,3287116.0,5.8,678.8,6.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.49016396,0.5412511670742668,0.4741884954356701,0.3900083123698196
1996,DELAWARE,0.5862365663256995,666168.0,12.1,341.9,9.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4630140399999999,0.5519799270472528,0.4375881040413072,0.4630140399999999
1996,DISTRICT OF COLUMBIA,0.9012354820886426,606900.0,-4.9,9941.3,1.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.81327814,0.9029706961939272,0.81327814,0.81327814
1996,FLORIDA,0.5315496119510641,12937926.0,32.7,241.3,12.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4623713,0.4880315891041901,0.3874792835414841,0.3466758678645452
1996,GEORGIA,0.4936773080144583,6478216.0,18.6,112.6,23.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4476705599999999,0.5034212845109663,0.3979638365523965,0.4476705599999999
1996,HAWAII,0.6427615180824882,1108229.0,14.9,172.6,15.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5338827899999999,0.567199777308213,0.5480627598015892,0.5338827899999999
1996,IDAHO,0.3920097242428407,1006749.0,6.7,12.2,46.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.30727659,0.4033851697884342,0.30727659,0.30727659
1996,ILLINOIS,0.5960509218545778,11430602.0,0.0,205.9,13.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.50610869,0.585882182122468,0.4895072300364114,0.4352674669277925
1996,INDIANA,0.4685159364495435,5544159.0,1.0,154.8,18.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.38665799,0.4616510546606123,0.3987400887506799,0.3792657087831628
1996,IOWA,0.5573338892373273,2776755.0,-4.7,49.7,35.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47453958,0.5373252911356213,0.5514848114008251,0.4627617466997986
1996,KANSAS,0.3992763445201585,2477574.0,4.8,30.3,41.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.3778931699999999,0.4645894441238242,0.4327249829781352,0.3297052288843034
1996,KENTUCKY,0.5052905118434284,3685296.0,0.7,93.3,25.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4565729799999999,0.5186877769476606,0.4414623218821145,0.3963581761054802
1996,LOUISIANA,0.5656083827159214,4219973.0,0.3,97.7,24.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.46771096,0.5266513786041565,0.4480870767605027,0.46771096
1996,MAINE,0.6266212041685532,1227928.0,9.2,39.8,38.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47893072,0.5605587286454831,0.4422898129653169,0.47893072
1996,MARYLAND,0.5863842348627238,4781468.0,13.4,492.6,7.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.51392215,0.5829990003921766,0.4853556976888299,0.4724247280785537
1996,MASSACHUSETTS,0.6863782540541509,6016425.0,4.9,771.3,5.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5745899099999999,0.6209222867120157,0.5398258893318696,0.4860166976274062
1996,MICHIGAN,0.5732441336669677,9295297.0,0.4,164.4,16.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4732387899999999,0.5461515964697112,0.4602195003994486,0.4732387899999999
1996,MINNESOTA,0.5938068927137576,4375099.0,7.3,54.9,33.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5218821299999999,0.5772134022448636,0.5355085992524404,0.5009089076819495
1996,MISSISSIPPI,0.472527762454129,2573216.0,2.1,54.8,34.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.39189574,0.450715105326158,0.3947891704481721,0.39189574
1996,MISSOURI,0.5354703747642815,5117073.0,4.1,74.4,29.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47004037,0.5650696610031356,0.4800308831902278,0.3997524933212296
1996,MONTANA,0.4831258954927583,799065.0,1.6,5.5,50.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.40633789,0.517240571248753,0.4701181027861572,0.40633789
1996,NEBRASKA,0.3944517749921696,1578385.0,0.5,20.5,44.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.36553417,0.3868826956766844,0.3944591450582859,0.28995246326707
1996,NEVADA,0.5058653135524703,1201833.0,50.1,10.9,47.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.42691043,0.5182477751961773,0.3918141083541434,0.42691043
1996,NEW HAMPSHIRE,0.5561163171068921,1109252.0,20.5,123.9,20.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.5010142599999999,0.507965513554495,0.3676636727286612,0.3106554774559431
1996,NEW JERSEY,0.599667932033127,7730188.0,5.0,1051.1,2.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.48820304,0.5142031835209345,0.4309884238646482,0.3947860891850365
1996,NEW MEXICO,0.5402413056103159,1515069.0,16.3,12.5,45.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47593024,0.5514215676975641,0.4749008425951464,0.3965040187081179
1996,NEW YORK,0.677320293812358,17990455.0,2.5,381.7,8.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.54758489,0.6211082540422493,0.5342205263918793,0.470582821297111
1996,NORTH CAROLINA,0.4747001333026536,6628637.0,12.7,136.3,19.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.43845678,0.4954153572081328,0.4184246213144999,0.3797213705011314
1996,NORTH DAKOTA,0.4608868099415835,638800.0,-2.1,9.3,48.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.36061334,0.4212529522709122,0.4340464427213233,0.36061334
1996,OHIO,0.5359694918172054,10847115.0,0.5,265.5,11.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.47250076,0.5116816334695452,0.4452593534974925,0.4052931628093167
1996,OKLAHOMA,0.4559939089329422,3145585.0,4.0,45.9,36.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.39532809,0.4437788169738132,0.4161018772755833,0.39532809
1996,OREGON,0.5469311571965823,2842321.0,7.9,29.6,42.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.48096447,0.5663389151659282,0.5238368079759795,0.4389528866066263
1996,PENNSYLVANIA,0.5516120536083254,11881643.0,0.1,265.6,10.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.49045393,0.5554852946101531,0.4883045300466226,0.4629926852287835
1996,RHODE ISLAND,0.690042133874984,1003464.0,5.9,970.6,4.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.54644628,0.6184372281820818,0.5587787055331063,0.481702697550747
1996,SOUTH CAROLINA,0.4688802407801454,3486703.0,11.7,116.0,22.0,"DOLE, ROBERT","CLINTON, BILL",BILL CLINTON,ROBERT DOLE,0.4093399,0.4764315457275972,0.3792785443558168,0.4093399
