cycle,state,modeldate,candidate_name,pct_estimate,candidate_name_normalized
1988,Pennsylvania,1988-11-08,George Bush,48.369381,GEORGE BUSH
1988,Pennsylvania,1988-11-08,Michael S. Dukakis,44.803587,MICHAEL DUKAKIS
1988,Rhode Island,1988-11-08,George Bush,36.7557,GEORGE BUSH
1988,Rhode Island,1988-11-08,Michael S. Dukakis,46.607574,MICHAEL DUKAKIS
1988,South Carolina,1988-11-08,George Bush,54.00521,GEORGE BUSH
1988,South Carolina,1988-11-08,Michael S. Dukakis,39.120127,MICHAEL DUKAKIS
1988,South Dakota,1988-11-08,George Bush,45.16703,GEORGE BUSH
1988,South Dakota,1988-11-08,Michael S. Dukakis,40.672295,MICHAEL DUKAKIS
1988,Tennessee,1988-11-08,George Bush,50.956422,GEORGE BUSH
1988,Tennessee,1988-11-08,Michael S. Dukakis,39.917801,MICHAEL DUKAKIS
1988,Texas,1988-11-08,George Bush,52.101053,GEORGE BUSH
1988,Texas,1988-11-08,Michael S. Dukakis,42.587829,MICHAEL DUKAKIS
1988,Utah,1988-11-08,George Bush,64.836804,GEORGE BUSH
1988,Utah,1988-11-08,Michael S. Dukakis,31.227522,MICHAEL DUKAKIS
1988,Vermont,1988-11-08,George Bush,42.142013,GEORGE BUSH
1988,Vermont,1988-11-08,Michael S. Dukakis,41.675536,MICHAEL DUKAKIS
1988,Virginia,1988-11-08,George Bush,52.139964,GEORGE BUSH
1988,Virginia,1988-11-08,Michael S. Dukakis,39.417478,MICHAEL DUKAKIS
1988,Washington,1988-11-08,George Bush,47.266732,GEORGE BUSH
1988,Washington,1988-11-08,Michael S. Dukakis,42.971394,MICHAEL DUKAKIS
1988,West Virginia,1988-11-08,George Bush,35.042841,GEORGE BUSH
1988,West Virginia,1988-11-08,Michael S. Dukakis,43.680941,MICHAEL DUKAKIS
1988,Wisconsin,1988-11-08,George Bush,46.612954,GEORGE BUSH
1988,Wisconsin,1988-11-08,Michael S. Dukakis,44.869765,MICHAEL DUKAKIS
1988,Wyoming,1988-11-08,George Bush,56.444583,GEORGE BUSH
1988,Wyoming,1988-11-08,Michael S. Dukakis,27.823913,MICHAEL DUKAKIS
1992,Alabama,1992-11-03,Bill Clinton,40.180882,BILL CLINTON
1992,Alabama,1992-11-03,George Bush,41.636747,GEORGE BUSH
1992,Alabama,1992-11-03,H. Ross Perot,11.078683,H. PEROT
1992,Alaska,1992-11-03,Bill Clinton,33.656677,BILL CLINTON
1992,Alaska,1992-11-03,George Bush,33.114877,GEORGE BUSH
1992,Alaska,1992-11-03,H. Ross Perot,27.163184,H. PEROT
1992,Arizona,1992-11-03,Bill Clinton,33.570066,BILL CLINTON
1992,Arizona,1992-11-03,George Bush,33.726051,GEORGE BUSH
1992,Arizona,1992-11-03,H. Ross Perot,19.173324,H. PEROT
1992,Arkansas,1992-11-03,Bill Clinton,52.054279,BILL CLINTON
1992,Arkansas,1992-11-03,George Bush,34.209791,GEORGE BUSH
1992,Arkansas,1992-11-03,H. Ross Perot,12.094245,H. PEROT
1992,California,1992-11-03,Bill Clinton,48.764566,BILL CLINTON
1992,California,1992-11-03,George Bush,31.614049,GEORGE BUSH
1992,California,1992-11-03,H. Ross Perot,14.479459,H. PEROT
1992,Colorado,1992-11-03,Bill Clinton,39.511654,BILL CLINTON
1992,Colorado,1992-11-03,George Bush,31.915056,GEORGE BUSH
1992,Colorado,1992-11-03,H. Ross Perot,19.546951,H. PEROT
1992,Connecticut,1992-11-03,Bill Clinton,44.051756,BILL CLINTON
1992,Connecticut,1992-11-03,George Bush,33.683648,GEORGE BUSH
1992,Connecticut,1992-11-03,H. Ross Perot,16.067219,H. PEROT
1992,Delaware,1992-11-03,Bill Clinton,40.233436,BILL CLINTON
1992,Delaware,1992-11-03,George Bush,32.77675,GEORGE BUSH
1992,Delaware,1992-11-03,H. Ross Perot,14.284498,H. PEROT
1992,District of Columbia,1992-11-03,Bill Clinton,71.275369,BILL CLINTON
1992,District of Columbia,1992-11-03,George Bush,16.872681,GEORGE BUSH
1992,District of Columbia,1992-11-03,H. Ross Perot,7.5857997,H. PEROT
1992,Florida,1992-11-03,Bill Clinton,38.39614,BILL CLINTON
1992,Florida,1992-11-03,George Bush,40.316147,GEORGE BUSH
1992,Florida,1992-11-03,H. Ross Perot,17.668952,H. PEROT
1992,Georgia,1992-11-03,Bill Clinton,38.814284,BILL CLINTON
1992,Georgia,1992-11-03,George Bush,37.187317,GEORGE BUSH
1992,Georgia,1992-11-03,H. Ross Perot,16.220288,H. PEROT
1992,Hawaii,1992-11-03,Bill Clinton,43.686664,BILL CLINTON
1992,Hawaii,1992-11-03,George Bush,26.362199,GEORGE BUSH
1992,Hawaii,1992-11-03,H. Ross Perot,14.846757,H. PEROT
1992,Idaho,1992-11-03,Bill Clinton,28.721845,BILL CLINTON
1992,Idaho,1992-11-03,George Bush,37.08333,GEORGE BUSH
1992,Idaho,1992-11-03,H. Ross Perot,21.877246,H. PEROT
1992,Illinois,1992-11-03,Bill Clinton,46.80532,BILL CLINTON
1992,Illinois,1992-11-03,George Bush,32.766952,GEORGE BUSH
1992,Illinois,1992-11-03,H. Ross Perot,10.438511,H. PEROT
1992,Indiana,1992-11-03,Bill Clinton,36.793521,BILL CLINTON
1992,Indiana,1992-11-03,George Bush,41.597344,GEORGE BUSH
1992,Indiana,1992-11-03,H. Ross Perot,10.942849,H. PEROT
1992,Iowa,1992-11-03,Bill Clinton,38.889839,BILL CLINTON
1992,Iowa,1992-11-03,George Bush,34.430556,GEORGE BUSH
1992,Iowa,1992-11-03,H. Ross Perot,17.329651,H. PEROT
1992,Kansas,1992-11-03,Bill Clinton,36.712598,BILL CLINTON
1992,Kansas,1992-11-03,George Bush,37.137903,GEORGE BUSH
1992,Kansas,1992-11-03,H. Ross Perot,14.129456,H. PEROT
1992,Kentucky,1992-11-03,Bill Clinton,43.25922,BILL CLINTON
1992,Kentucky,1992-11-03,George Bush,36.885087,GEORGE BUSH
1992,Kentucky,1992-11-03,H. Ross Perot,13.469261,H. PEROT
1992,Louisiana,1992-11-03,Bill Clinton,38.129305,BILL CLINTON
1992,Louisiana,1992-11-03,George Bush,36.358499,GEORGE BUSH
1992,Louisiana,1992-11-03,H. Ross Perot,12.911087,H. PEROT
1992,Maine,1992-11-03,Bill Clinton,34.291351,BILL CLINTON
1992,Maine,1992-11-03,George Bush,27.842713,GEORGE BUSH
1992,Maine,1992-11-03,H. Ross Perot,26.291988,H. PEROT
1992,Maryland,1992-11-03,Bill Clinton,42.98602,BILL CLINTON
1992,Maryland,1992-11-03,George Bush,34.528684,GEORGE BUSH
1992,Maryland,1992-11-03,H. Ross Perot,14.392911,H. PEROT
1992,Massachusetts,1992-11-03,Bill Clinton,37.029205,BILL CLINTON
1992,Massachusetts,1992-11-03,George Bush,25.335175,GEORGE BUSH
1992,Massachusetts,1992-11-03,H. Ross Perot,24.884151,H. PEROT
1992,Michigan,1992-11-03,Bill Clinton,39.087293,BILL CLINTON
1992,Michigan,1992-11-03,George Bush,32.258449,GEORGE BUSH
1992,Michigan,1992-11-03,H. Ross Perot,18.3994,H. PEROT
1992,Minnesota,1992-11-03,Bill Clinton,41.663969,BILL CLINTON
1992,Minnesota,1992-11-03,George Bush,36.151074,GEORGE BUSH
1992,Minnesota,1992-11-03,H. Ross Perot,21.171325,H. PEROT
1992,Mississippi,1992-11-03,Bill Clinton,37.229225,BILL CLINTON
1992,Mississippi,1992-11-03,George Bush,41.672941,GEORGE BUSH
1992,Mississippi,1992-11-03,H. Ross Perot,10.524385,H. PEROT
1992,Missouri,1992-11-03,Bill Clinton,42.510403,BILL CLINTON
1992,Missouri,1992-11-03,George Bush,30.249898,GEORGE BUSH
1992,Missouri,1992-11-03,H. Ross Perot,14.856359,H. PEROT
1992,Montana,1992-11-03,Bill Clinton,33.717977,BILL CLINTON
1992,Montana,1992-11-03,George Bush,32.015153,GEORGE BUSH
1992,Montana,1992-11-03,H. Ross Perot,24.23599,H. PEROT
1992,National,1992-11-03,Bill Clinton,42.673484,BILL CLINTON
1992,National,1992-11-03,George Bush,35.376987,GEORGE BUSH
1992,National,1992-11-03,H. Ross Perot,17.232872,H. PEROT
1992,Nebraska,1992-11-03,Bill Clinton,30.607145,BILL CLINTON
1992,Nebraska,1992-11-03,George Bush,40.123201,GEORGE BUSH
1992,Nebraska,1992-11-03,H. Ross Perot,18.136323,H. PEROT
1992,Nevada,1992-11-03,Bill Clinton,35.293839,BILL CLINTON
1992,Nevada,1992-11-03,George Bush,29.838694,GEORGE BUSH
1992,Nevada,1992-11-03,H. Ross Perot,26.291988,H. PEROT
1992,New Hampshire,1992-11-03,Bill Clinton,38.195925,BILL CLINTON
1992,New Hampshire,1992-11-03,George Bush,34.411127,GEORGE BUSH
1992,New Hampshire,1992-11-03,H. Ross Perot,16.228043,H. PEROT
1992,New Jersey,1992-11-03,Bill Clinton,39.305388,BILL CLINTON
1992,New Jersey,1992-11-03,George Bush,31.74694,GEORGE BUSH
1992,New Jersey,1992-11-03,H. Ross Perot,13.670466,H. PEROT
1992,New Mexico,1992-11-03,Bill Clinton,41.953365,BILL CLINTON
1992,New Mexico,1992-11-03,George Bush,33.80471,GEORGE BUSH
1992,New Mexico,1992-11-03,H. Ross Perot,10.131984,H. PEROT
1992,New York,1992-11-03,Bill Clinton,48.076968,BILL CLINTON
1992,New York,1992-11-03,George Bush,28.626728,GEORGE BUSH
1992,New York,1992-11-03,H. Ross Perot,14.867123,H. PEROT
1992,North Carolina,1992-11-03,Bill Clinton,40.319437,BILL CLINTON
1992,North Carolina,1992-11-03,George Bush,37.467438,GEORGE BUSH
1992,North Carolina,1992-11-03,H. Ross Perot,13.908775,H. PEROT
1992,North Dakota,1992-11-03,Bill Clinton,31.136323,BILL CLINTON
1992,North Dakota,1992-11-03,George Bush,38.807546,GEORGE BUSH
1992,North Dakota,1992-11-03,H. Ross Perot,14.760087,H. PEROT
1992,Ohio,1992-11-03,Bill Clinton,40.257081,BILL CLINTON
1992,Ohio,1992-11-03,George Bush,38.297151,GEORGE BUSH
1992,Ohio,1992-11-03,H. Ross Perot,17.220265,H. PEROT
1992,Oklahoma,1992-11-03,Bill Clinton,37.494133,BILL CLINTON
1992,Oklahoma,1992-11-03,George Bush,43.199839,GEORGE BUSH
1992,Oklahoma,1992-11-03,H. Ross Perot,14.452328,H. PEROT
1992,Oregon,1992-11-03,Bill Clinton,39.925772,BILL CLINTON
1992,Oregon,1992-11-03,George Bush,29.674924,GEORGE BUSH
1992,Oregon,1992-11-03,H. Ross Perot,21.537566,H. PEROT
1992,Pennsylvania,1992-11-03,Bill Clinton,41.349889,BILL CLINTON
1992,Pennsylvania,1992-11-03,George Bush,32.196047,GEORGE BUSH
1992,Pennsylvania,1992-11-03,H. Ross Perot,12.642836,H. PEROT
1992,Rhode Island,1992-11-03,Bill Clinton,50.311493,BILL CLINTON
1992,Rhode Island,1992-11-03,George Bush,26.844879,GEORGE BUSH
1992,Rhode Island,1992-11-03,H. Ross Perot,10.524385,H. PEROT
1992,South Carolina,1992-11-03,Bill Clinton,33.74447,BILL CLINTON
1992,South Carolina,1992-11-03,George Bush,42.461602,GEORGE BUSH
1992,South Carolina,1992-11-03,H. Ross Perot,10.350467,H. PEROT
1992,South Dakota,1992-11-03,Bill Clinton,36.333398,BILL CLINTON
1992,South Dakota,1992-11-03,George Bush,34.882478,GEORGE BUSH
1992,South Dakota,1992-11-03,H. Ross Perot,15.182662,H. PEROT
1992,Tennessee,1992-11-03,Bill Clinton,44.505269,BILL CLINTON
1992,Tennessee,1992-11-03,George Bush,36.549558,GEORGE BUSH
1992,Tennessee,1992-11-03,H. Ross Perot,8.6633955,H. PEROT
1992,Texas,1992-11-03,Bill Clinton,36.858955,BILL CLINTON
1992,Texas,1992-11-03,George Bush,37.153573,GEORGE BUSH
1992,Texas,1992-11-03,H. Ross Perot,17.618171,H. PEROT
1992,Utah,1992-11-03,Bill Clinton,24.661515,BILL CLINTON
1992,Utah,1992-11-03,George Bush,39.200461,GEORGE BUSH
1992,Utah,1992-11-03,H. Ross Perot,28.898042,H. PEROT
1992,Vermont,1992-11-03,Bill Clinton,40.803584,BILL CLINTON
1992,Vermont,1992-11-03,George Bush,29.381366,GEORGE BUSH
1992,Vermont,1992-11-03,H. Ross Perot,15.593108,H. PEROT
1992,Virginia,1992-11-03,Bill Clinton,35.497365,BILL CLINTON
1992,Virginia,1992-11-03,George Bush,42.932654,GEORGE BUSH
1992,Virginia,1992-11-03,H. Ross Perot,10.195162,H. PEROT
1992,Washington,1992-11-03,Bill Clinton,44.466954,BILL CLINTON
1992,Washington,1992-11-03,George Bush,29.462127,GEORGE BUSH
1992,Washington,1992-11-03,H. Ross Perot,16.621448,H. PEROT
1992,West Virginia,1992-11-03,Bill Clinton,44.298712,BILL CLINTON
1992,West Virginia,1992-11-03,George Bush,29.859482,GEORGE BUSH
1992,West Virginia,1992-11-03,H. Ross Perot,14.243109,H. PEROT
1992,Wisconsin,1992-11-03,Bill Clinton,39.933187,BILL CLINTON
1992,Wisconsin,1992-11-03,George Bush,33.528452,GEORGE BUSH
1992,Wisconsin,1992-11-03,H. Ross Perot,15.250953,H. PEROT
1992,Wyoming,1992-11-03,Bill Clinton,30.408792,BILL CLINTON
1992,Wyoming,1992-11-03,George Bush,34.363353,GEORGE BUSH
1992,Wyoming,1992-11-03,H. Ross Perot,22.336973,H. PEROT
1996,Alabama,1996-11-05,Bill Clinton,40.952817,BILL CLINTON
1996,Alabama,1996-11-05,Bob Dole,46.892719,BOB DOLE
1996,Alabama,1996-11-05,H. Ross Perot,6.0515035,H. PEROT
1996,Alaska,1996-11-05,Bill Clinton,34.288314,BILL CLINTON
1996,Alaska,1996-11-05,Bob Dole,43.760162,BOB DOLE
1996,Alaska,1996-11-05,H. Ross Perot,10.794619,H. PEROT
1996,Arizona,1996-11-05,Bill Clinton,45.013949,BILL CLINTON
1996,Arizona,1996-11-05,Bob Dole,38.127452,BOB DOLE
1996,Arizona,1996-11-05,H. Ross Perot,7.5955097,H. PEROT
1996,Arkansas,1996-11-05,Bill Clinton,52.939159,BILL CLINTON
1996,Arkansas,1996-11-05,Bob Dole,34.854596,BOB DOLE
1996,Arkansas,1996-11-05,H. Ross Perot,5.125655,H. PEROT
1996,California,1996-11-05,Bill Clinton,48.713991,BILL CLINTON
1996,California,1996-11-05,Bob Dole,34.899393,BOB DOLE
1996,California,1996-11-05,H. Ross Perot,7.5711205,H. PEROT
1996,Colorado,1996-11-05,Bill Clinton,43.749865,BILL CLINTON
1996,Colorado,1996-11-05,Bob Dole,40.309325,BOB DOLE
1996,Colorado,1996-11-05,H. Ross Perot,8.0977422,H. PEROT
1996,Connecticut,1996-11-05,Bill Clinton,49.016396,BILL CLINTON
1996,Connecticut,1996-11-05,Bob Dole,29.085105,BOB DOLE
1996,Connecticut,1996-11-05,H. Ross Perot,8.6468725,H. PEROT
1996,Delaware,1996-11-05,Bill Clinton,46.301404,BILL CLINTON
1996,Delaware,1996-11-05,Bob Dole,36.616601,BOB DOLE
1996,Delaware,1996-11-05,H. Ross Perot,5.0582778,H. PEROT
1996,District of Columbia,1996-11-05,Bill Clinton,81.327814,BILL CLINTON
1996,District of Columbia,1996-11-05,Bob Dole,4.7541757,BOB DOLE
1996,District of Columbia,1996-11-05,H. Ross Perot,2.0389057,H. PEROT
1996,Florida,1996-11-05,Bill Clinton,46.23713,BILL CLINTON
1996,Florida,1996-11-05,Bob Dole,41.37611,BOB DOLE
1996,Florida,1996-11-05,H. Ross Perot,5.0802259,H. PEROT
1996,Georgia,1996-11-05,Bill Clinton,44.767056,BILL CLINTON
1996,Georgia,1996-11-05,Bob Dole,41.930165,BOB DOLE
1996,Georgia,1996-11-05,H. Ross Perot,6.2196125,H. PEROT
1996,Hawaii,1996-11-05,Bill Clinton,53.388279,BILL CLINTON
1996,Hawaii,1996-11-05,Bob Dole,31.062128,BOB DOLE
1996,Hawaii,1996-11-05,H. Ross Perot,4.6148879,H. PEROT
1996,Idaho,1996-11-05,Bill Clinton,30.727659,BILL CLINTON
1996,Idaho,1996-11-05,Bob Dole,48.392292,BOB DOLE
1996,Idaho,1996-11-05,H. Ross Perot,10.945048,H. PEROT
1996,Illinois,1996-11-05,Bill Clinton,50.610869,BILL CLINTON
1996,Illinois,1996-11-05,Bob Dole,34.334141,BOB DOLE
1996,Illinois,1996-11-05,H. Ross Perot,5.1675874,H. PEROT
1996,Indiana,1996-11-05,Bill Clinton,38.665799,BILL CLINTON
1996,Indiana,1996-11-05,Bob Dole,40.676349,BOB DOLE
1996,Indiana,1996-11-05,H. Ross Perot,7.4352681,H. PEROT
1996,Iowa,1996-11-05,Bill Clinton,47.453958,BILL CLINTON
1996,Iowa,1996-11-05,Bob Dole,35.083164,BOB DOLE
1996,Iowa,1996-11-05,H. Ross Perot,6.4006699,H. PEROT
1996,Kansas,1996-11-05,Bill Clinton,37.789317,BILL CLINTON
1996,Kansas,1996-11-05,Bob Dole,49.524387,BOB DOLE
1996,Kansas,1996-11-05,H. Ross Perot,6.8786487,H. PEROT
1996,Kentucky,1996-11-05,Bill Clinton,45.657298,BILL CLINTON
1996,Kentucky,1996-11-05,Bob Dole,41.734423,BOB DOLE
1996,Kentucky,1996-11-05,H. Ross Perot,6.3196955,H. PEROT
1996,Louisiana,1996-11-05,Bill Clinton,46.771096,BILL CLINTON
1996,Louisiana,1996-11-05,Bob Dole,35.770933,BOB DOLE
1996,Louisiana,1996-11-05,H. Ross Perot,4.9627943,H. PEROT
1996,Maine,1996-11-05,Bill Clinton,47.893072,BILL CLINTON
1996,Maine,1996-11-05,Bob Dole,36.179531,BOB DOLE
1996,Maine,1996-11-05,H. Ross Perot,7.4770995,H. PEROT
1996,Maryland,1996-11-05,Bill Clinton,51.392215,BILL CLINTON
1996,Maryland,1996-11-05,Bob Dole,36.927099,BOB DOLE
1996,Maryland,1996-11-05,H. Ross Perot,4.4178682,H. PEROT
1996,Massachusetts,1996-11-05,Bill Clinton,57.458991,BILL CLINTON
1996,Massachusetts,1996-11-05,Bob Dole,27.18631,BOB DOLE
1996,Massachusetts,1996-11-05,H. Ross Perot,5.4271976,H. PEROT
1996,Michigan,1996-11-05,Bill Clinton,47.323879,BILL CLINTON
1996,Michigan,1996-11-05,Bob Dole,34.651579,BOB DOLE
1996,Michigan,1996-11-05,H. Ross Perot,7.6146088,H. PEROT
1996,Minnesota,1996-11-05,Bill Clinton,52.188213,BILL CLINTON
1996,Minnesota,1996-11-05,Bob Dole,31.648225,BOB DOLE
1996,Minnesota,1996-11-05,H. Ross Perot,7.6179562,H. PEROT
1996,Mississippi,1996-11-05,Bill Clinton,39.189574,BILL CLINTON
1996,Mississippi,1996-11-05,Bob Dole,46.790798,BOB DOLE
1996,Mississippi,1996-11-05,H. Ross Perot,4.7284629,H. PEROT
1996,Missouri,1996-11-05,Bill Clinton,47.004037,BILL CLINTON
1996,Missouri,1996-11-05,Bob Dole,37.184206,BOB DOLE
1996,Missouri,1996-11-05,H. Ross Perot,7.2970679,H. PEROT
1996,Montana,1996-11-05,Bill Clinton,40.633789,BILL CLINTON
1996,Montana,1996-11-05,Bob Dole,40.319806,BOB DOLE
1996,Montana,1996-11-05,H. Ross Perot,8.830598,H. PEROT
1996,National,1996-11-05,Bill Clinton,49.616052,BILL CLINTON
1996,National,1996-11-05,Bob Dole,36.763277,BOB DOLE
1996,National,1996-11-05,H. Ross Perot,7.8915041,H. PEROT
1996,Nebraska,1996-11-05,Bill Clinton,36.553417,BILL CLINTON
1996,Nebraska,1996-11-05,Bob Dole,47.248021,BOB DOLE
1996,Nebraska,1996-11-05,H. Ross Perot,7.5906219,H. PEROT
1996,Nevada,1996-11-05,Bill Clinton,42.691043,BILL CLINTON
1996,Nevada,1996-11-05,Bob Dole,42.539617,BOB DOLE
1996,Nevada,1996-11-05,H. Ross Perot,6.5594179,H. PEROT
1996,New Hampshire,1996-11-05,Bill Clinton,50.101426,BILL CLINTON
1996,New Hampshire,1996-11-05,Bob Dole,35.135896,BOB DOLE
1996,New Hampshire,1996-11-05,H. Ross Perot,6.1443736,H. PEROT
1996,New Jersey,1996-11-05,Bill Clinton,48.820304,BILL CLINTON
1996,New Jersey,1996-11-05,Bob Dole,31.61794,BOB DOLE
1996,New Jersey,1996-11-05,H. Ross Perot,8.4346629,H. PEROT
1996,New Mexico,1996-11-05,Bill Clinton,47.593024,BILL CLINTON
1996,New Mexico,1996-11-05,Bob Dole,33.699388,BOB DOLE
1996,New Mexico,1996-11-05,H. Ross Perot,6.0815401,H. PEROT
1996,New York,1996-11-05,Bill Clinton,54.758489,BILL CLINTON
1996,New York,1996-11-05,Bob Dole,28.864572,BOB DOLE
1996,New York,1996-11-05,H. Ross Perot,6.2342756,H. PEROT
1996,North Carolina,1996-11-05,Bill Clinton,43.845678,BILL CLINTON
1996,North Carolina,1996-11-05,Bob Dole,45.747181,BOB DOLE
1996,North Carolina,1996-11-05,H. Ross Perot,3.4337545,H. PEROT
1996,North Dakota,1996-11-05,Bill Clinton,36.061334,BILL CLINTON
1996,North Dakota,1996-11-05,Bob Dole,41.205485,BOB DOLE
1996,North Dakota,1996-11-05,H. Ross Perot,8.7104084,H. PEROT
1996,Ohio,1996-11-05,Bill Clinton,47.250076,BILL CLINTON
1996,Ohio,1996-11-05,Bob Dole,41.174896,BOB DOLE
1996,Ohio,1996-11-05,H. Ross Perot,8.2038134,H. PEROT
1996,Oklahoma,1996-11-05,Bill Clinton,39.532809,BILL CLINTON
1996,Oklahoma,1996-11-05,Bob Dole,46.478596,BOB DOLE
1996,Oklahoma,1996-11-05,H. Ross Perot,6.9456522,H. PEROT
1996,Oregon,1996-11-05,Bill Clinton,48.096447,BILL CLINTON
1996,Oregon,1996-11-05,Bob Dole,35.442553,BOB DOLE
1996,Oregon,1996-11-05,H. Ross Perot,7.162601,H. PEROT
1996,Pennsylvania,1996-11-05,Bill Clinton,49.045393,BILL CLINTON
1996,Pennsylvania,1996-11-05,Bob Dole,36.014836,BOB DOLE
1996,Pennsylvania,1996-11-05,H. Ross Perot,6.4745766,H. PEROT
1996,Rhode Island,1996-11-05,Bill Clinton,54.644628,BILL CLINTON
1996,Rhode Island,1996-11-05,Bob Dole,24.749343,BOB DOLE
1996,Rhode Island,1996-11-05,H. Ross Perot,8.6099131,H. PEROT
1996,South Carolina,1996-11-05,Bill Clinton,40.93399,BILL CLINTON
1996,South Carolina,1996-11-05,Bob Dole,49.274688,BOB DOLE
1996,South Carolina,1996-11-05,H. Ross Perot,2.8231044,H. PEROT
1996,South Dakota,1996-11-05,Bill Clinton,41.031583,BILL CLINTON
1996,South Dakota,1996-11-05,Bob Dole,45.196836,BOB DOLE
1996,South Dakota,1996-11-05,H. Ross Perot,6.380023,H. PEROT
1996,Tennessee,1996-11-05,Bill Clinton,44.996317,BILL CLINTON
1996,Tennessee,1996-11-05,Bob Dole,42.038365,BOB DOLE
1996,Tennessee,1996-11-05,H. Ross Perot,4.8822378,H. PEROT
1996,Texas,1996-11-05,Bill Clinton,40.749962,BILL CLINTON
1996,Texas,1996-11-05,Bob Dole,46.217357,BOB DOLE
1996,Texas,1996-11-05,H. Ross Perot,5.6204633,H. PEROT
1996,Utah,1996-11-05,Bill Clinton,33.763817,BILL CLINTON
1996,Utah,1996-11-05,Bob Dole,47.14627,BOB DOLE
1996,Utah,1996-11-05,H. Ross Perot,8.1496896,H. PEROT
1996,Vermont,1996-11-05,Bill Clinton,52.366977,BILL CLINTON
1996,Vermont,1996-11-05,Bob Dole,35.519814,BOB DOLE
1996,Vermont,1996-11-05,H. Ross Perot,4.1957674,H. PEROT
1996,Virginia,1996-11-05,Bill Clinton,42.826149,BILL CLINTON
1996,Virginia,1996-11-05,Bob Dole,41.753454,BOB DOLE
1996,Virginia,1996-11-05,H. Ross Perot,4.7999955,H. PEROT
1996,Washington,1996-11-05,Bill Clinton,47.449865,BILL CLINTON
1996,Washington,1996-11-05,Bob Dole,35.024938,BOB DOLE
1996,Washington,1996-11-05,H. Ross Perot,5.7482647,H. PEROT
1996,West Virginia,1996-11-05,Bill Clinton,50.536458,BILL CLINTON
1996,West Virginia,1996-11-05,Bob Dole,34.296113,BOB DOLE
1996,West Virginia,1996-11-05,H. Ross Perot,7.3461923,H. PEROT
1996,Wisconsin,1996-11-05,Bill Clinton,49.536554,BILL CLINTON
1996,Wisconsin,1996-11-05,Bob Dole,34.940681,BOB DOLE
1996,Wisconsin,1996-11-05,H. Ross Perot,7.5134597,H. PEROT
1996,Wyoming,1996-11-05,Bill Clinton,37.603149,BILL CLINTON
1996,Wyoming,1996-11-05,Bob Dole,44.841788,BOB DOLE
1996,Wyoming,1996-11-05,H. Ross Perot,7.7816225,H. PEROT
2000,Alabama,2000-11-07,Al Gore,35.201229,AL GORE
2000,Alabama,2000-11-07,George W. Bush,52.765827,GEORGE BUSH
2000,Alabama,2000-11-07,Ralph Nader,0.97076015,RALPH NADER
2000,Alaska,2000-11-07,Al Gore,28.018256,AL GORE
2000,Alaska,2000-11-07,George W. Bush,50.99731,GEORGE BUSH
2000,Alaska,2000-11-07,Ralph Nader,12.890239,RALPH NADER
2000,Arizona,2000-11-07,Al Gore,38.92711,AL GORE
2000,Arizona,2000-11-07,George W. Bush,51.462122,GEORGE BUSH
2000,Arizona,2000-11-07,Ralph Nader,3.8666559,RALPH NADER
2000,Arkansas,2000-11-07,Al Gore,44.305234,AL GORE
2000,Arkansas,2000-11-07,George W. Bush,46.528879,GEORGE BUSH
2000,Arkansas,2000-11-07,Ralph Nader,2.5513744,RALPH NADER
2000,California,2000-11-07,Al Gore,46.403632,AL GORE
2000,California,2000-11-07,George W. Bush,42.743904,GEORGE BUSH
2000,California,2000-11-07,Ralph Nader,5.4042012,RALPH NADER
2000,Colorado,2000-11-07,Al Gore,39.381768,AL GORE
2000,Colorado,2000-11-07,George W. Bush,47.976955,GEORGE BUSH
2000,Colorado,2000-11-07,Ralph Nader,4.9140965,RALPH NADER
2000,Connecticut,2000-11-07,Al Gore,49.740238,AL GORE
2000,Connecticut,2000-11-07,George W. Bush,37.512749,GEORGE BUSH
2000,Connecticut,2000-11-07,Ralph Nader,6.5705916,RALPH NADER
2000,Delaware,2000-11-07,Al Gore,45.229964,AL GORE
2000,Delaware,2000-11-07,George W. Bush,44.227273,GEORGE BUSH
2000,Delaware,2000-11-07,Ralph Nader,3.5519228,RALPH NADER
2000,District of Columbia,2000-11-07,Al Gore,72.672953,AL GORE
2000,District of Columbia,2000-11-07,George W. Bush,14.141113,GEORGE BUSH
2000,District of Columbia,2000-11-07,Ralph Nader,4.980098,RALPH NADER
2000,Florida,2000-11-07,Al Gore,47.174946,AL GORE
2000,Florida,2000-11-07,George W. Bush,45.757136,GEORGE BUSH
2000,Florida,2000-11-07,Ralph Nader,2.9047808,RALPH NADER
2000,Georgia,2000-11-07,Al Gore,40.539803,AL GORE
2000,Georgia,2000-11-07,George W. Bush,50.670102,GEORGE BUSH
2000,Georgia,2000-11-07,Ralph Nader,2.9292253,RALPH NADER
2000,Hawaii,2000-11-07,Al Gore,52.079752,AL GORE
2000,Hawaii,2000-11-07,George W. Bush,34.642464,GEORGE BUSH
2000,Hawaii,2000-11-07,Ralph Nader,5.8104399,RALPH NADER
2000,Idaho,2000-11-07,Al Gore,26.858225,AL GORE
2000,Idaho,2000-11-07,George W. Bush,60.838152,GEORGE BUSH
2000,Idaho,2000-11-07,Ralph Nader,2.2907711,RALPH NADER
2000,Illinois,2000-11-07,Al Gore,47.253009,AL GORE
2000,Illinois,2000-11-07,George W. Bush,42.548397,GEORGE BUSH
2000,Illinois,2000-11-07,Ralph Nader,2.9562092,RALPH NADER
2000,Indiana,2000-11-07,Al Gore,34.544446,AL GORE
